timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
77856703,77840698,1,1,0,0,0,0,3,0,3,0,0,0,0,0
78864707,78848682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
79872708,79856680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
80880919,80864680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
81888709,81872683,1,1,0,0,0,0,3,0,3,0,0,0,0,0
82896806,82880682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
83904703,83888679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
84912706,84896680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
85920703,85904681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
86928703,86912680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
87936704,87920747,1,1,0,0,0,0,3,0,3,0,0,0,0,0
88944704,88928680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
89952725,89936756,1,1,0,0,0,0,3,0,3,0,0,0,0,0
90960705,90944680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
91968704,91952679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
92976703,92960680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
93984705,93968701,1,1,0,0,0,0,3,0,3,0,0,0,0,0
94992708,94976693,1,1,0,0,0,0,3,0,3,0,0,0,0,0
96001170,95984679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
97008704,96992696,1,1,0,0,0,0,3,0,3,0,0,0,0,0
98016703,98000680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
99024708,99008680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
100032706,100016680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
101040704,101024686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
102048703,102032680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
103056712,103040680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
104064711,104048680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
105072769,105056679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
106080819,106064679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
107088703,107072679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
108096706,108080715,1,1,0,0,0,0,3,0,3,0,0,0,0,0
109104782,109088680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
110112920,110096680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
111116704,111100679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
112125221,112108679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
