timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
77800516,77798639,6684682,2000.0,1.953125,56.640625,95.698784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,469.0,500.0,487.0
78667393,78665562,6684682,2000.0,1.953125,37.109375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,456.0,472.0,519.0
78667685,78667016,6684682,2000.0,1.953125,37.109375,nan,nan,nan,50.947327,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,456.0,475.0,519.0
78671866,78668515,6684682,2000.0,1.953125,37.109375,nan,nan,nan,50.947327,nan,nan,nan,46.871105,50.78208,nan,nan,10.0,nan,nan,nan,10.0,nan,nan,nan,17.0,17.0,nan,nan,456.0,475.0,540.0
78924402,78920525,6684682,2000.0,1.953125,87.787834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,476.0,462.0,511.0
79049835,79049460,6684682,2000.0,1.953125,89.87377,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,492.0,471.0,518.0
79054372,79050959,6684682,2000.0,1.953125,89.87377,nan,nan,nan,85.895546,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,492.0,497.0,518.0
79180399,79176941,6684682,2000.0,1.953125,87.74011,nan,nan,nan,85.895546,nan,nan,nan,nan,nan,nan,nan,18.0,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,489.0,497.0,512.0
79437169,79434905,6684682,2000.0,1.953125,nan,nan,nan,nan,86.04029,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,442.0,503.0,486.0
79563016,79562386,6684682,2000.0,1.953125,nan,nan,nan,nan,86.00627,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,450.0,508.0,587.0
79693350,79689867,6684682,2000.0,1.953125,nan,nan,nan,nan,85.94798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,465.0,461.0,578.0
79819304,79817349,6684682,2000.0,1.953125,86.176765,nan,nan,nan,85.94798,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,523.0,461.0,525.0
79950019,79946342,6684682,2000.0,1.953125,nan,nan,nan,nan,36.891445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,508.0,464.0,555.0
80201623,80201295,6684682,2000.0,1.953125,86.05791,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,466.0,487.0,521.0
80206236,80202840,6684682,2000.0,1.953125,86.05791,nan,nan,nan,87.79034,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,466.0,489.0,521.0
80332682,80328777,6684682,2000.0,1.953125,86.14509,nan,nan,nan,87.79034,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,471.0,489.0,540.0
80458274,80456256,6684682,2000.0,1.953125,85.86156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,518.0,471.0,509.0
80588857,80586737,6684682,2000.0,1.953125,nan,nan,nan,nan,87.890625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,463.0,492.0,542.0
80971101,80969182,6684682,2000.0,1.953125,87.890625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,530.0,497.0,562.0
81101533,81098163,6684682,2000.0,1.953125,nan,nan,nan,nan,85.9336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,518.0,507.0,527.0
81228215,81225644,6684682,2000.0,1.953125,nan,nan,nan,nan,86.01016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,506.0,486.0,551.0
81228498,81227146,6684682,2000.0,1.953125,nan,nan,nan,nan,86.01016,nan,nan,nan,50.947327,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,10.0,nan,nan,nan,506.0,486.0,495.0
81358095,81354625,6684682,2000.0,1.953125,nan,nan,nan,nan,85.934296,nan,nan,nan,50.947327,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,10.0,nan,nan,nan,475.0,477.0,495.0
81610758,81609587,6684682,2000.0,1.953125,nan,nan,nan,nan,86.04951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,450.0,500.0,535.0
81614451,81611091,6684682,2000.0,1.953125,nan,nan,nan,nan,86.04951,nan,nan,nan,40.797695,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,16.0,nan,nan,nan,450.0,500.0,525.0
81870958,81867597,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,89.81373,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,508.0,466.0,549.0
81992424,81992031,6684682,2000.0,1.953125,33.209103,nan,nan,nan,nan,nan,nan,nan,89.81373,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,453.0,466.0,549.0
