timestamp,saturation_status
1000000,1529
2003000,1529
3003000,1529
4004000,1533
5000000,1533
6004000,1533
6996000,1533
8003000,1533
9003000,1533
10000000,1533
11001000,1533
12000000,1533
13000000,1533
14003000,1533
15000000,1533
16003000,1533
17003000,1529
18000000,1533
19003000,1533
20001000,1
21000000,1
22007000,1
23000000,1
24003000,1
25000000,1
26003000,1
27000000,1
28006000,1
29003000,1
30000000,1
31000000,1
32000000,1
33000000,1
34003000,1
35003000,1
36002000,1
37003000,1
38000000,1
39007000,1
40006000,1
41004000,1
42008000,1
43003000,1533
44003000,1533
45000000,1533
