timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
11064000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
17465000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
39368000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
42292000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42348000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42404000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42448000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42500000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42551000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42592000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42651000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42695000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42743000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42796000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42844000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42892000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42912000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42963000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43024000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43063000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43117000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43165000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43220000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43268000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43312000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43371000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43415000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43423000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43479000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43525000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43575000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43624000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43679000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43727000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43780000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43827000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43878000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43929000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43983000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44031000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44078000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44127000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44183000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44224000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44275000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
