timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5000000,0.0,0.0,0.0,1
5103000,0.0,0.0,0.0,1
5915000,0.0,0.0,0.0,1
6925000,0.0,0.0,0.0,1
7940000,0.0,0.0,0.0,1
8935000,0.0,0.0,0.0,1
9954000,0.0,0.0,0.0,1
10968000,0.0,0.0,0.0,1
11972000,0.0,0.0,0.0,1
12987000,0.0,0.0,0.0,1
13996000,0.0,0.0,0.0,1
14907000,0.0,0.0,0.0,1
15919000,0.0,0.0,0.0,1
16920000,0.0,0.0,0.0,1
17931000,0.0,0.0,0.0,1
18932000,0.0,0.0,0.0,1
19946000,0.0,0.0,0.0,1
42348000,0.0,0.0,0.0,1
42448000,0.0,0.0,0.0,1
43268000,0.0,0.0,0.0,1
44275000,0.0,0.0,0.0,1
