timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
7519000,0.000630958,-5.3755884e-05,1.8905848e-07,0.0,0.0,-0.0
7523000,0.0006319982,-5.362883e-05,1.8905848e-07,0.0,0.0,-0.0
7536000,0.00063517736,-5.3277363e-05,1.4994293e-07,0.0,0.0,-0.0
7555000,0.0006384742,-5.287848e-05,1.3038516e-07,0.0,0.0,-0.0
7575000,0.0006415915,-5.247791e-05,1.4016405e-07,0.0,0.0,-0.0
7604000,0.000645362,-5.1953622e-05,1.17346644e-07,0.0,0.0,-0.0
7616000,0.00064703927,-5.172189e-05,1.010485e-07,0.0,0.0,-0.0
7641000,0.0006530286,-5.104917e-05,1.0430813e-07,0.0,0.0,-0.0
7656000,0.00065580715,-5.077034e-05,9.778887e-08,0.0,0.0,-0.0
7675000,0.0006595217,-5.041449e-05,1.0430813e-07,0.0,0.0,-0.0
7694000,0.00066236354,-5.0158967e-05,7.171184e-08,0.0,0.0,-0.0
7716000,0.000665538,-4.9481554e-05,1.2712553e-07,0.0,0.0,-0.0
7736000,0.0006673567,-4.888153e-05,1.17346644e-07,0.0,0.0,-0.0
7760000,0.00066979544,-4.8148704e-05,1.238659e-07,0.0,0.0,-0.0
7775000,0.0006712184,-4.7739464e-05,4.8894435e-08,0.0,0.0,-0.0
7793000,0.0006731425,-4.720192e-05,5.5413693e-08,0.0,0.0,-0.0
7816000,0.0006752113,-4.666732e-05,5.2154064e-08,0.0,0.0,-0.0
7839000,0.0006779813,-4.6104124e-05,6.193295e-08,0.0,0.0,-0.0
7855000,0.00068085524,-4.5659104e-05,7.497147e-08,0.0,0.0,-0.0
7878000,0.00068634324,-4.4893128e-05,3.259629e-08,0.0,0.0,-0.0
7892000,0.00068811036,-4.468741e-05,6.519258e-08,0.0,0.0,-0.0
7920000,0.00069052755,-4.3910608e-05,1.6298145e-08,0.0,0.0,-0.0
7936000,0.0006904724,-4.3283595e-05,9.778887e-09,0.0,0.0,-0.0
7956000,0.0006904509,-4.2465883e-05,9.778887e-09,0.0,0.0,-0.0
7976000,0.00069087127,-4.1855143e-05,-3.259629e-09,0.0,0.0,-0.0
7994000,0.0006912314,-4.1230833e-05,3.259629e-09,0.0,0.0,-0.0
8018000,0.00069231284,-4.015462e-05,-3.9115548e-08,0.0,0.0,-0.0
8035000,0.00069369766,-3.9390077e-05,-3.585592e-08,0.0,0.0,-0.0
8060000,0.0006959205,-3.857272e-05,-2.6077032e-08,0.0,0.0,-0.0
8075000,0.00069765886,-3.810067e-05,-9.778887e-09,0.0,0.0,-0.0
8099000,0.00070150226,-3.7254773e-05,2.9336661e-08,0.0,0.0,-0.0
8116000,0.00070425135,-3.6759124e-05,6.519258e-09,0.0,0.0,-0.0
8134000,0.00070204376,-3.5837853e-05,3.259629e-09,0.0,0.0,-0.0
8158000,0.0006995825,-3.4692075e-05,3.259629e-09,0.0,0.0,-0.0
8176000,0.0006976861,-3.380202e-05,-5.2154064e-08,0.0,0.0,-0.0
8204000,0.0006954536,-3.253032e-05,-2.9336661e-08,0.0,0.0,-0.0
8216000,0.00069438375,-3.189195e-05,-3.9115548e-08,0.0,0.0,-0.0
8235000,0.000693269,-3.105978e-05,-2.9336661e-08,0.0,0.0,-0.0
