timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5006000,0.0,0.0,0.0,1
5105000,0.0,0.0,0.0,1
5906000,0.0,0.0,0.0,1
6913000,0.0,0.0,0.0,1
8008000,0.0,0.0,0.0,1
8909000,0.0,0.0,0.0,1
9912000,0.0,0.0,0.0,1
10925000,0.0,0.0,0.0,1
11934000,0.0,0.0,0.0,1
12949000,0.0,0.0,0.0,1
13949000,0.0,0.0,0.0,1
14960000,0.0,0.0,0.0,1
15968000,0.0,0.0,0.0,1
16980000,0.0,0.0,0.0,1
18005000,0.0,0.0,0.0,1
18498000,0.0,0.0,0.0,1
46973000,0.0,0.0,0.0,1
47081000,0.0,0.0,0.0,1
47893000,0.0,0.0,0.0,1
48889000,0.0,0.0,0.0,1
