timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
204000,0.44744158,0.4565503,25.0,1.0
208000,-0.3933714,-0.4013794,25.0,1.0
212000,-0.4551305,-0.46439576,25.0,1.0
216000,0.51470286,0.5251809,25.0,1.0
220000,0.560629,0.5720419,25.0,1.0
224000,0.6212245,0.633871,25.0,1.0
232000,-0.53406805,-0.5449403,25.0,1.0
236000,-0.66535884,-0.6789038,25.0,1.0
240000,-0.6667784,-0.6803522,25.0,1.0
244000,0.4656085,0.47508708,25.0,1.0
248000,0.2768281,0.2824629,25.0,1.0
252000,0.5753303,0.5870411,25.0,1.0
260000,0.4329302,0.44174245,25.0,1.0
268000,0.3965703,0.40464243,25.0,1.0
276000,0.44572243,0.45479506,25.0,1.0
280000,-0.66421187,-0.6777318,25.0,1.0
284000,-0.50199133,-0.5122093,25.0,1.0
292000,0.61113477,0.6235743,25.0,1.0
300000,-0.5401317,-0.5511271,25.0,1.0
304000,-0.56171995,-0.5731548,25.0,1.0
312000,0.067352705,0.0687238,25.0,1.0
316000,-0.10536175,-0.10750659,25.0,1.0
324000,0.36173025,0.36909395,25.0,1.0
332000,0.5731367,0.584804,25.0,1.0
336000,0.39537638,0.403425,25.0,1.0
340000,-0.39289206,-0.4008901,25.0,1.0
344000,0.6079818,0.6203584,25.0,1.0
348000,-0.6255929,-0.638328,25.0,1.0
352000,0.3664815,0.3739421,25.0,1.0
360000,0.48295364,0.4927853,25.0,1.0
364000,-0.65559816,-0.6689444,25.0,1.0
368000,0.6248032,0.6375225,25.0,1.0
372000,0.44354457,0.45257396,25.0,1.0
376000,0.63151217,0.6443681,25.0,1.0
380000,-0.33476928,-0.3415843,25.0,1.0
384000,0.3180575,0.32453233,25.0,1.0
388000,0.4702406,0.47981346,25.0,1.0
392000,-0.5785413,-0.59031886,25.0,1.0
396000,0.2579076,0.26315793,25.0,1.0
400000,-0.6135437,-0.62603384,25.0,1.0
404000,-0.4331091,-0.44192562,25.0,1.0
408000,0.18310943,0.18683687,25.0,1.0
416000,-0.47701252,-0.48672274,25.0,1.0
420000,0.64783335,0.6610208,25.0,1.0
424000,0.19893624,0.20298584,25.0,1.0
428000,-0.42372155,-0.43234694,25.0,1.0
432000,0.57499945,0.5867043,25.0,1.0
440000,-0.598855,-0.6110455,25.0,1.0
444000,-0.33933565,-0.34624326,25.0,1.0
448000,-0.5243487,-0.5350225,25.0,1.0
456000,0.5422338,0.55327284,25.0,1.0
460000,0.25165522,0.25677854,25.0,1.0
465000,-0.16347948,-0.16680767,25.0,1.0
472000,-0.28540376,-0.29121414,25.0,1.0
476000,0.45634747,0.46563798,25.0,1.0
480000,0.42021975,0.42877477,25.0,1.0
484000,-0.57572234,-0.5874432,25.0,1.0
488000,-0.3085343,-0.31481558,25.0,1.0
492000,0.15175407,0.15484354,25.0,1.0
496000,0.6714788,0.6851491,25.0,1.0
500000,0.25715032,0.2623855,25.0,1.0
504000,0.4385925,0.44752157,25.0,1.0
508000,-0.6498142,-0.66304153,25.0,1.0
512000,-0.6072702,-0.6196315,25.0,1.0
516000,0.4497705,0.45892584,25.0,1.0
520000,-0.46439028,-0.47384322,25.0,1.0
524000,0.6962927,0.71046615,25.0,1.0
528000,-0.63107806,-0.643924,25.0,1.0
536000,-0.56901145,-0.580594,25.0,1.0
544000,-0.313745,-0.32013145,25.0,1.0
548000,-0.5363958,-0.54731447,25.0,1.0
552000,-0.6205789,-0.63321114,25.0,1.0
556000,-0.21957804,-0.22404768,25.0,1.0
560000,-0.21327455,-0.21761633,25.0,1.0
568000,-0.30440378,-0.31060076,25.0,1.0
572000,0.5860496,0.59798026,25.0,1.0
580000,-0.6048529,-0.61716634,25.0,1.0
588000,-0.67102456,-0.6846851,25.0,1.0
592000,0.5772074,0.588958,25.0,1.0
600000,0.16703399,0.17043442,25.0,1.0
604000,0.6993224,0.71355903,25.0,1.0
608000,-0.55738384,-0.5687309,25.0,1.0
612000,0.42300564,0.43161643,25.0,1.0
616000,0.41871962,0.42724314,25.0,1.0
620000,-0.47721294,-0.48692718,25.0,1.0
628000,-0.6505682,-0.66381127,25.0,1.0
632000,-0.47447565,-0.48413417,25.0,1.0
640000,0.52666,0.5373808,25.0,1.0
644000,0.5861667,0.5980988,25.0,1.0
648000,0.25747278,0.26271394,25.0,1.0
652000,0.43080705,0.43957663,25.0,1.0
660000,-0.30911306,-0.31540543,25.0,1.0
664000,0.59765935,0.60982496,25.0,1.0
668000,0.4928483,0.50288045,25.0,1.0
676000,0.31354263,0.31992495,25.0,1.0
680000,0.6992725,0.7135065,25.0,1.0
684000,-0.5194608,-0.53003466,25.0,1.0
692000,-0.61879313,-0.63138896,25.0,1.0
700000,0.39251247,0.40050223,25.0,1.0
704000,-0.24019389,-0.24508315,25.0,1.0
708000,-0.5587838,-0.5701581,25.0,1.0
712000,-0.4486211,-0.45775297,25.0,1.0
716000,0.58658576,0.59852517,25.0,1.0
720000,0.52031124,0.5309017,25.0,1.0
724000,-0.23824482,-0.24309406,25.0,1.0
728000,-0.689778,-0.7038177,25.0,1.0
732000,-0.5606867,-0.572099,25.0,1.0
736000,0.57107925,0.582703,25.0,1.0
740000,0.5026248,0.51285523,25.0,1.0
744000,0.34926736,0.35637635,25.0,1.0
748000,0.5432777,0.5543356,25.0,1.0
752000,0.68672097,0.7006985,25.0,1.0
760000,-0.4649728,-0.47443688,25.0,1.0
768000,0.53937054,0.55035007,25.0,1.0
776000,-0.55504453,-0.5663431,25.0,1.0
780000,-0.47814748,-0.48788074,25.0,1.0
784000,-0.55993927,-0.57133746,25.0,1.0
788000,0.39118126,0.3991442,25.0,1.0
792000,0.19068936,0.19457106,25.0,1.0
796000,-0.68546873,-0.69942224,25.0,1.0
804000,-0.6155557,-0.6280861,25.0,1.0
808000,-0.35565272,-0.36289245,25.0,1.0
812000,-0.66254365,-0.6760305,25.0,1.0
816000,-0.43492776,-0.44378123,25.0,1.0
820000,-0.21927321,-0.22373667,25.0,1.0
828000,0.3832037,0.39100406,25.0,1.0
836000,-0.5873456,-0.59930146,25.0,1.0
844000,-0.3859389,-0.39379498,25.0,1.0
860000,-0.59590566,-0.60803574,25.0,1.0
864000,0.64594424,0.6590929,25.0,1.0
868000,-0.6287219,-0.64151996,25.0,1.0
872000,-0.46634892,-0.47584322,25.0,1.0
876000,0.49562588,0.5057162,25.0,1.0
880000,0.5722049,0.5838543,25.0,1.0
884000,-0.55383056,-0.5651059,25.0,1.0
888000,-0.11097073,-0.11322996,25.0,1.0
892000,0.6192834,0.63189125,25.0,1.0
896000,-0.6123194,-0.6247855,25.0,1.0
900000,0.4835938,0.49343917,25.0,1.0
908000,0.6250491,0.63777435,25.0,1.0
912000,0.55477095,0.56606543,25.0,1.0
916000,-0.6354732,-0.6484107,25.0,1.0
920000,-0.23667757,-0.24149604,25.0,1.0
924000,0.5902517,0.60226625,25.0,1.0
928000,-0.5030184,-0.5132573,25.0,1.0
932000,0.5412534,0.5522706,25.0,1.0
940000,0.6851158,0.69906133,25.0,1.0
944000,-0.6596043,-0.67303056,25.0,1.0
952000,0.45037007,0.45953736,25.0,1.0
956000,-0.1548897,-0.15804248,25.0,1.0
960000,-0.6851813,-0.69912815,25.0,1.0
964000,0.27501637,0.28061432,25.0,1.0
968000,-0.5483002,-0.5594609,25.0,1.0
976000,0.62856954,0.64136624,25.0,1.0
980000,0.57804406,0.58981216,25.0,1.0
984000,-0.56617624,-0.5777027,25.0,1.0
988000,0.410423,0.4187786,25.0,1.0
996000,-0.5928052,-0.6048738,25.0,1.0
1004000,0.44524503,0.45430952,25.0,1.0
1016000,-0.30297935,-0.30914754,25.0,1.0
1020000,0.5935682,0.60565233,25.0,1.0
1024000,0.5068359,0.5171543,25.0,1.0
1028000,-0.27710995,-0.28275144,25.0,1.0
1036000,0.58853906,0.60052073,25.0,1.0
1040000,-0.38131872,-0.38908172,25.0,1.0
1052000,0.2916428,0.29758018,25.0,1.0
1056000,0.68079394,0.69465375,25.0,1.0
1060000,0.25722486,0.2624615,25.0,1.0
1064000,-0.64556783,-0.65871054,25.0,1.0
1076000,-0.6048307,-0.61714405,25.0,1.0
1080000,0.36671445,0.37418014,25.0,1.0
1084000,0.629131,0.64193815,25.0,1.0
1088000,0.30968124,0.31598538,25.0,1.0
1092000,0.67383164,0.68754876,25.0,1.0
1100000,0.27310908,0.27866873,25.0,1.0
1104000,-0.65558255,-0.66892815,25.0,1.0
1112000,-0.34389746,-0.35089815,25.0,1.0
1116000,-0.666146,-0.67970663,25.0,1.0
1124000,-0.60402405,-0.61632013,25.0,1.0
1132000,-0.66696113,-0.68053937,25.0,1.0
1136000,0.39079392,0.39874983,25.0,1.0
1144000,-0.3153605,-0.3217807,25.0,1.0
1152000,0.2948051,0.30080685,25.0,1.0
1156000,0.39902136,0.40714476,25.0,1.0
1172000,0.41183454,0.4202188,25.0,1.0
1176000,-0.15150185,-0.15458617,25.0,1.0
1180000,-0.54156864,-0.55259407,25.0,1.0
1184000,-0.6460705,-0.659223,25.0,1.0
1188000,-0.23460144,-0.2393774,25.0,1.0
1196000,-0.2953135,-0.3013254,25.0,1.0
1204000,0.28368655,0.28946176,25.0,1.0
1208000,0.24520937,0.25020128,25.0,1.0
1216000,0.28068078,0.2863948,25.0,1.0
1232000,-0.556555,-0.56788516,25.0,1.0
1240000,-0.6880225,-0.7020297,25.0,1.0
1244000,-0.5558599,-0.5671765,25.0,1.0
1252000,0.35584217,0.36308664,25.0,1.0
1260000,-0.54501736,-0.5561132,25.0,1.0
1268000,-0.16358055,-0.16691084,25.0,1.0
1276000,-0.21671256,-0.22112454,25.0,1.0
1280000,0.26050207,0.26580554,25.0,1.0
1284000,-0.49699298,-0.5071111,25.0,1.0
1288000,0.67925596,0.6930847,25.0,1.0
1292000,0.5503342,0.5615383,25.0,1.0
1296000,0.45190573,0.46110594,25.0,1.0
1304000,0.6594581,0.6728838,25.0,1.0
1312000,0.5978504,0.6100218,25.0,1.0
1316000,0.35481694,0.36204055,25.0,1.0
1320000,0.1715273,0.17501937,25.0,1.0
1328000,-0.5685468,-0.58012164,25.0,1.0
1336000,-0.59538513,-0.6075064,25.0,1.0
1340000,0.30890638,0.3151953,25.0,1.0
1344000,-0.64013714,-0.65316993,25.0,1.0
1348000,-0.51808935,-0.52863735,25.0,1.0
1352000,-0.16051732,-0.16378535,25.0,1.0
1356000,-0.6650404,-0.6785802,25.0,1.0
1360000,0.43710113,0.44600025,25.0,1.0
1364000,-0.14699592,-0.14998867,25.0,1.0
1368000,0.64661974,0.6597845,25.0,1.0
1376000,-0.34439355,-0.3514052,25.0,1.0
1380000,0.5951101,0.6072262,25.0,1.0
1384000,-0.40723476,-0.41552582,25.0,1.0
1392000,-0.58785635,-0.5998247,25.0,1.0
1404000,0.17536105,0.17893088,25.0,1.0
1408000,-0.24234018,-0.2472735,25.0,1.0
1412000,-0.3923699,-0.40035737,25.0,1.0
1420000,-0.5493411,-0.56052405,25.0,1.0
1424000,0.6046501,0.616959,25.0,1.0
1432000,0.5064025,0.51671135,25.0,1.0
1444000,-0.6456916,-0.65883595,25.0,1.0
1448000,0.5609802,0.5724011,25.0,1.0
1460000,-0.43974844,-0.44870117,25.0,1.0
1464000,-0.1509763,-0.15405,25.0,1.0
1468000,-0.31976834,-0.32627845,25.0,1.0
1472000,-0.32656816,-0.3332167,25.0,1.0
1476000,-0.09267664,-0.094563425,25.0,1.0
1480000,-0.3968244,-0.40490326,25.0,1.0
1484000,0.677005,0.69078803,25.0,1.0
1488000,0.24213067,0.24706015,25.0,1.0
1492000,-0.3446255,-0.35164165,25.0,1.0
1496000,-0.45180827,-0.46100655,25.0,1.0
1504000,-0.5204143,-0.53100896,25.0,1.0
1508000,-0.67062485,-0.6842775,25.0,1.0
1512000,0.38135016,0.38911372,25.0,1.0
1516000,-0.47393906,-0.48358756,25.0,1.0
1520000,-0.586904,-0.5988522,25.0,1.0
1524000,0.056166485,0.057309926,25.0,1.0
