timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5612000,0.0,0.0,50.735416,0.0,0.0,0.0,0.0,1,0,0,0
11032000,28.14295809114579,112.98371099409026,50.764137,0.05461292,0.009225433,-0.028719198,0.052380864,1,1,1,0
22302000,28.14295809114579,112.98371099409026,50.764137,0.05461292,0.009225433,-0.028719198,0.052304693,1,1,1,0
22866000,28.14295802753157,112.98371073181617,50.831654,0.058658835,-0.075319454,-0.051065337,0.04888124,1,1,1,0
26434000,28.14295802753157,112.98371073181617,50.831654,0.058658835,-0.075319454,-0.051065337,0.0489843,1,1,1,0
27218000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.049185522,1,1,1,0
27538000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.04901273,1,1,1,0
29067000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.049149003,1,1,1,0
29147000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.049013928,1,1,1,0
29247000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.04898502,1,1,1,0
35081000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.04937616,1,1,1,0
39259000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.04840526,1,1,1,0
40183000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.049400244,1,1,1,0
40271000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.049480002,1,1,1,0
41807000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.049479984,1,1,1,0
41907000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.048079688,1,1,1,0
48379000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.046738114,1,1,1,0
48611000,28.14295822209732,112.98371066225504,50.8543,0.08029356,-0.082139835,-0.06921755,0.046655837,1,1,1,0
