timestamp,tilt_limit,takeoff_state
721000,0.0,1
11051000,0.0028,1
11059000,0.0044,1
12060000,0.20459998,1
12084000,0.20939997,1
18888000,0.20943952,2
19888000,0.20943952,3
21529000,0.20943952,4
24540000,0.21103951,5
24552000,0.21343951,5
25545000,0.4120397,5
26552000,0.61344,5
27416000,0.7853982,5
38119000,0.78379816,3
38132000,0.78119814,3
39120000,0.5835979,3
40117000,0.38419715,3
40997000,0.20943952,1
