timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
1000000,0,0.27941704,0.27941704,24.675455,0
2000000,0,-0.27037886,-0.27037886,24.675455,0
3003000,0,-0.35244733,-0.35244733,24.675455,0
4005000,0,-0.52957004,-0.52957004,24.675455,0
5001000,0,0.07375097,0.07375097,24.675455,0
6004000,0,0.19419992,0.19419992,24.675455,0
7000000,0,0.49125546,0.49125546,24.675455,0
8000000,0,-0.02739506,-0.02739506,24.675455,0
9001000,0,0.3443262,0.3443262,24.675455,0
10001000,0,0.6496044,0.6496044,24.675455,0
11000000,0,-0.54611707,-0.54611707,24.675455,0
12001000,0,-0.13873585,-0.13873585,24.675455,0
13000000,0,-0.50644433,-0.50644433,24.675455,0
14005000,0,-0.42436182,-0.42436182,24.675455,0
15000000,0,0.3035167,0.3035167,24.675455,0
16004000,0,-0.31861538,-0.31861538,24.675455,0
17008000,0,0.07662993,0.07662993,24.675455,0
18000000,0,0.04299558,0.04299558,24.675455,0
19000000,0,0.6205931,0.6205931,24.675455,0
20004000,0,-0.36771318,-0.36771318,24.675455,0
21009000,0,0.5887203,0.5887203,24.675455,0
22004000,0,-0.005576635,-0.005576635,24.675455,0
23004000,0,-0.28581166,-0.28581166,24.675453,0
24000000,0,0.41314912,0.41314912,24.673576,0
25004000,0,0.42280596,0.42280596,24.67234,0
26000000,0,-0.21329759,-0.21329759,24.671413,0
27001000,0,0.14917843,0.14917843,24.670858,0
28001000,0,0.021591004,0.021591004,24.670822,0
29000000,0,-0.019409034,-0.019409034,24.670712,0
30001000,0,-0.31832576,-0.31832576,24.67051,0
31000000,0,0.4297149,0.4297149,24.671104,0
32001000,0,0.6481362,0.6481362,24.67159,0
33005000,0,-0.6256821,-0.6256821,24.67187,0
34005000,0,0.4911913,0.4911913,24.671947,0
35001000,0,0.40745804,0.40745804,24.671991,0
36000000,0,0.9003318,0.9003318,24.67378,0
37003000,0,-0.64296234,-0.64296234,24.675447,0
38003000,0,-0.5137774,-0.5137774,24.675463,0
39000000,0,-0.14473319,-0.14473319,24.675467,0
40008000,0,-0.6032296,-0.6032296,24.675467,0
41004000,0,0.49547908,0.49547908,24.675467,0
