timestamp,load,ram_usage
1513000,0.0,0.48478815
2017000,0.0,0.48489362
2513000,0.0,0.48492393
3015000,0.0,0.48484215
3516000,0.0,0.48499575
4013000,0.0,0.4849736
4519000,0.039215688,0.484833
5016000,0.0,0.4847025
5513000,0.0,0.48458534
6016000,0.0,0.484518
6513000,0.0,0.4843662
7012000,0.0,0.48427013
7516000,0.0,0.48434457
8016000,0.0,0.48429322
8512000,0.0,0.48435768
9013000,0.0,0.48426977
9516000,0.0,0.48434216
10012000,0.0,0.4842296
10517000,0.0,0.484318
11016000,0.0,0.48428875
11520000,0.0,0.48426002
12013000,0.0,0.48425955
12513000,0.0,0.484305
13015000,0.0,0.48429045
13516000,0.0,0.4840167
14013000,0.0,0.48401067
14512000,0.0,0.48434758
15016000,0.0,0.4843418
15516000,0.020408163,0.48439568
16015000,0.0,0.4843726
16517000,0.0,0.48463514
17016000,0.0,0.4845689
17513000,0.0,0.48483986
18012000,0.0,0.4848004
18520000,0.0,0.48479164
19017000,0.0,0.4847594
19517000,0.0,0.48481315
20012000,0.0,0.48479307
20512000,0.0,0.4844224
21016000,0.0,0.48434746
21515000,0.0,0.4839876
22013000,0.0,0.48393297
22516000,0.0,0.48281923
23016000,0.04,0.4827217
23513000,0.02,0.48280758
24015000,0.0,0.4828067
24512000,0.0,0.48277438
25016000,0.0,0.4826625
25512000,0.0,0.4827099
26012000,0.0,0.4826583
26517000,0.0,0.48255715
27015000,0.0,0.48241678
27512000,0.0,0.4824845
28013000,0.0,0.4824245
28512000,0.04,0.48245034
29013000,0.02,0.4824476
29512000,0.0,0.48226848
30013000,0.0,0.48224
30516000,0.0,0.4821108
31015000,0.0,0.48196682
31516000,0.0,0.48081124
32015000,0.0,0.48078743
32512000,0.0,0.48075002
33018000,0.0,0.48072234
33517000,0.0,0.48077106
34016000,0.0,0.48076564
34516000,0.0,0.48070347
35013000,0.0,0.48069036
35512000,0.0,0.48002353
36012000,0.0,0.47998554
36514000,0.0,0.48002222
37015000,0.0,0.480012
37517000,0.0,0.48004413
38012000,0.0,0.48006865
38516000,0.0,0.4800755
39013000,0.0,0.48001668
39516000,0.0,0.4800049
40012000,0.0,0.4800031
40517000,0.0,0.4800055
41016000,0.0,0.48034635
