timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
968000,968000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
1961000,1961000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
2969000,2969000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
3964000,3964000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
4961000,4961000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
5959000,5959000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
6964000,6964000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
7969000,7969000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
8971000,8971000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
9965000,9965000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
10965000,10965000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
11968000,11968000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
12960000,12960000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
13968000,13968000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
14971000,14971000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
15969000,15969000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
16967000,16967000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
17971000,17971000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
18972000,18972000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
19972000,19972000,1310996,0.01835472,-0.0049935346,-7.5650105,24.675453,0,0,0,0,1
20969000,20969000,1310996,1.0425115e-05,0.00014680103,-9.861351,24.67477,0,0,0,0,1
21971000,21971000,1310996,0.0001175471,2.2107868e-05,-9.522298,24.672544,0,0,0,0,1
22967000,22967000,1310996,8.1087244e-05,-0.0002930162,-9.776457,24.671726,0,0,0,0,1
23964000,23964000,1310996,-7.1128285e-05,-2.399363e-05,-9.714612,24.671064,0,0,0,0,1
24976000,24976000,1310996,3.0691123e-08,7.062702e-07,-9.905352,24.671206,0,0,0,0,1
25968000,25968000,1310996,0.000113417154,8.516672e-05,-9.668441,24.67093,0,0,0,0,1
26968000,26968000,1310996,5.798399e-08,3.4003701e-06,-9.76639,24.670776,0,0,0,0,1
27971000,27971000,1310996,-1.4699119e-05,-4.028573e-05,-9.7906475,24.670647,0,0,0,0,1
28963000,28963000,1310996,-2.2376516e-05,-5.3235464e-05,-9.774337,24.670712,0,0,0,0,1
29972000,29972000,1310996,-3.8308713e-06,-4.0710124e-06,-9.786182,24.670835,0,0,0,0,1
30965000,30965000,1310996,-3.580206e-06,-1.2304454e-05,-9.83306,24.67089,0,0,0,0,1
31968000,31968000,1310996,-2.4107992e-05,8.510031e-06,-9.781628,24.670828,0,0,0,0,1
32967000,32967000,1310996,-4.716737e-06,3.6051275e-05,-9.825954,24.670782,0,0,0,0,1
33971000,33971000,1310996,-8.5162026e-07,3.6253714e-06,-10.403598,24.673239,0,0,0,0,1
34960000,34960000,1310996,-0.0025353858,-0.017482007,-10.672019,24.675453,0,0,0,0,1
35969000,35969000,1310996,0.004291743,0.003876451,-5.0563974,24.675455,0,0,0,0,1
36960000,36960000,1310996,0.0014613906,0.0014875402,-9.802318,24.675486,0,0,0,0,1
37969000,37969000,1310996,0.00018717475,0.0001907912,-9.801681,24.675486,0,0,0,0,1
38968000,38968000,1310996,2.4468172e-05,2.497556e-05,-9.80168,24.675486,0,0,0,0,1
