timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
15799000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,2,0,0,0,0,1
16770000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
16909000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,2,0,0,0,0,1
17017000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,2,0,0,0,0,1
17712000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
17725000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
17772000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,2,0,0,0,0,1
18884000,-1.0,0.0,2.0,3.0,-0.06827504,-0.0036008342,666.0,183,2,0,0,0,0,1
24173000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,2,0,0,0,0,1
24393000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,2,0,0,0,0,1
27619000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,2,0,0,0,0,1
27896000,1.0,0.0,2.0,9.0,123450.0,4.0,666.0,183,2,0,0,0,0,1
32979000,0.0,0.0,2.0,9.0,0.0,0.0,777.0,183,2,0,0,0,0,1
33056000,40.154029846191406,116.259521484375,0.0,0.0,0.0,0.0,49.914,21,2,0,0,0,0,1
33056000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,2,0,0,0,0,1
38209000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,2,0,0,0,0,1
