timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
319218358,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,1,0,255,0,0,1
327227860,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,1,0,255,0,0,1
327936728,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,255,0,0,1
328032919,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,255,0,0,1
328130372,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,255,0,0,1
331132790,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,255,0,0,1
331136384,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,1,0,255,0,0,1
332142287,-1.0,0.0,2.0,3.0,0.02679271,-0.024303976,666.0,183,1,0,255,0,0,1
337146608,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,1,0,255,0,0,1
337155452,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,1,0,255,0,0,1
342164246,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,1,0,255,0,0,1
342167800,0.0,0.0,2.0,8.0,0.0,0.0,666.0,183,1,0,255,0,0,1
352177681,0.0,0.0,2.0,8.0,0.0,0.0,777.0,183,1,0,255,0,0,1
352189985,6.0113479776191525e-06,6.464731086452957e-06,0.0,0.0,0.0,0.0,0.0,21,1,0,255,0,0,1
352194058,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,1,0,255,0,0,1
357195812,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,1,0,255,0,0,1
357692290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,1,0,255,0,0,1
