timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
82563709,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
82867714,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
83171730,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
83487986,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
83803713,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
84107706,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
84407711,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
84711708,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
85027712,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
85331706,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
85631714,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
85935707,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
86251708,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
86555706,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
86855709,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
87159768,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
87475719,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
87779719,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
88095815,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
88411780,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
88715708,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
89015710,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
89319709,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
89635709,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
89939768,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
90255709,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
90571708,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
90875707,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
