timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5004000,0.0,0.0,0.0,1
5104000,0.0,0.0,0.0,1
6005000,0.0,0.0,0.0,1
6916000,0.0,0.0,0.0,1
7928000,0.0,0.0,0.0,1
8928000,0.0,0.0,0.0,1
9928000,0.0,0.0,0.0,1
10936000,0.0,0.0,0.0,1
11940000,0.0,0.0,0.0,1
12948000,0.0,0.0,0.0,1
13960000,0.0,0.0,0.0,1
14968000,0.0,0.0,0.0,1
15977000,0.0,0.0,0.0,1
16976000,0.0,0.0,0.0,1
17976000,0.0,0.0,0.0,1
18985000,0.0,0.0,0.0,1
19988000,0.0,0.0,0.0,1
20992000,0.0,0.0,0.0,1
21996000,0.0,0.0,0.0,1
22296000,0.0,0.0,0.0,1
44008000,0.0,0.0,0.0,1
44105000,0.0,0.0,0.0,1
44916000,0.0,0.0,0.0,1
45921000,0.0,0.0,0.0,1
