timestamp,main_state_changes,main_state
64000,0,0
572000,0,0
1084000,0,0
1513000,0,0
2020000,0,0
2521000,0,0
3024000,0,0
3524000,0,0
4032000,0,0
4300000,0,0
4804000,0,0
5308000,0,0
5808000,0,0
6316000,0,0
6820000,0,0
7320000,0,0
7824000,0,0
8328000,0,0
8828000,0,0
9332000,0,0
9832000,0,0
10340000,0,0
10848000,0,0
11032000,1,4
11532000,1,4
12041000,1,4
12552000,1,4
13060000,1,4
13560000,1,4
14072000,1,4
14572000,1,4
15084000,1,4
15584000,1,4
16092000,1,4
16596000,1,4
17100000,1,4
17609000,1,4
18120000,1,4
18136000,1,4
18644000,1,4
18793000,1,4
19092000,1,4
19228000,2,7
19360000,2,7
19860000,2,7
19920000,2,7
20428000,2,7
20504000,2,7
21012000,2,7
21520000,2,7
21632000,2,7
21644000,2,7
22148000,2,7
22656000,2,7
23164000,2,7
23664000,2,7
24169000,2,7
24680000,2,7
25180000,2,7
25688000,2,7
26188000,2,7
26696000,2,7
26780000,2,7
26952000,2,7
26964000,2,7
27464000,2,7
27964000,2,7
28468000,2,7
28972000,2,7
29480000,2,7
29980000,2,7
30049000,2,7
30061000,2,7
30504000,2,7
31012000,2,7
31520000,2,7
32024000,2,7
32532000,2,7
33032000,2,7
33536000,2,7
34036000,2,7
34536000,2,7
35044000,2,7
35552000,2,7
36053000,2,7
36564000,2,7
37064000,2,7
37565000,2,7
38072000,2,7
38572000,2,7
39076000,2,7
39576000,2,7
40076000,2,7
40576000,2,7
40713000,2,7
40884000,3,11
40896000,3,11
41408000,3,11
41909000,3,11
42412000,3,11
42912000,3,11
43412000,3,11
43912000,3,11
44412000,3,11
44920000,3,11
45420000,3,11
45921000,3,11
45944000,3,11
46377000,3,11
46884000,3,11
