timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
948736792,948720723,1,1,0,0,0,0,3,0,3,0,0,0,0,0
949744707,949728681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
950752706,950736684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
951760724,951744679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
952768703,952752970,1,1,0,0,0,0,3,0,3,0,0,0,0,0
953776810,953760679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
954784706,954768681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
955792725,955776680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
956800705,956784809,1,1,0,0,0,0,3,0,3,0,0,0,0,0
957808736,957792679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
958816803,958800680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
959824711,959808681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
960832719,960816685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
961840706,961824679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
963856704,963840680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
964864703,964848824,1,1,0,0,0,0,3,0,3,0,0,0,0,0
966880706,966864679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
967888705,967872680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
968896709,968881137,1,1,0,0,0,0,3,0,3,0,0,0,0,0
969904747,969888680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
970912707,970896679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
971920708,971904680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
972928705,972912679,1,1,0,0,0,0,3,0,3,0,0,0,0,0
973936706,973920681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
974944703,974928680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
975952710,975936680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
976960705,976944680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
977968704,977952680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
978976706,978960680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
