timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
513000,inf,0,1,1,1,0,0,1,1,0,1
1515000,inf,0,1,1,1,0,0,1,0,0,1
2516000,inf,0,1,1,1,0,0,1,0,0,1
3516000,inf,0,1,1,1,0,0,1,0,0,1
4520000,inf,0,1,1,1,0,0,1,0,0,1
5525000,inf,0,1,1,1,0,0,1,0,0,1
6529000,inf,0,1,1,1,0,0,1,0,0,1
7529000,inf,0,1,1,1,0,0,1,0,0,1
8540000,inf,0,1,1,1,0,0,1,0,0,1
9540000,inf,0,1,1,1,0,0,1,0,0,1
10540000,inf,0,1,1,1,0,0,1,0,0,1
11048000,inf,0,1,1,1,1,1,1,0,0,1
12048000,inf,0,1,1,1,1,1,1,0,0,1
13049000,inf,0,1,1,1,1,1,1,0,0,1
14053000,inf,0,1,1,1,1,1,1,0,0,1
15060000,inf,0,1,1,1,1,1,1,0,0,1
16069000,inf,0,1,1,1,1,1,1,0,0,1
17076000,inf,0,1,1,1,1,1,1,0,0,1
18077000,inf,0,1,1,1,1,1,1,0,0,1
18961000,inf,0,1,1,1,0,0,1,0,0,1
19968000,inf,0,1,1,1,0,0,1,0,0,1
20968000,inf,0,1,1,1,0,0,1,0,0,1
21536000,inf,0,1,1,1,1,0,1,0,0,1
22253000,inf,0,1,0,0,1,0,1,0,0,1
22266000,inf,0,0,0,0,1,0,1,0,0,1
23270000,inf,0,0,0,0,1,0,0,0,0,1
24277000,inf,0,0,0,0,1,0,0,0,0,1
25280000,inf,0,0,0,0,1,0,0,0,0,1
26289000,inf,0,0,0,0,1,0,0,0,0,1
27258000,inf,0,0,0,0,0,0,0,0,0,1
28260000,inf,0,0,0,0,0,0,0,0,0,1
29268000,inf,0,0,0,0,0,0,0,0,0,1
30275000,inf,0,0,0,0,0,0,0,0,0,1
31281000,inf,0,0,0,0,0,0,0,0,0,1
32289000,inf,0,0,0,0,0,0,0,0,0,1
33296000,inf,0,0,0,0,0,0,0,0,0,1
34296000,inf,0,0,0,0,0,0,0,0,0,1
35305000,inf,0,0,0,0,0,0,0,0,0,1
36309000,inf,0,0,0,0,0,0,0,0,0,1
37321000,inf,0,0,0,0,0,0,0,0,0,1
38330000,inf,0,0,0,0,0,0,0,0,0,1
39341000,inf,0,0,0,0,0,0,0,0,0,1
40350000,inf,0,0,0,0,0,0,0,0,0,1
41350000,inf,0,0,0,0,0,0,0,0,0,1
42356000,inf,0,0,0,0,0,0,0,0,0,1
43365000,inf,0,0,0,0,0,0,0,0,0,1
44369000,inf,0,0,0,0,0,0,0,0,0,1
45370000,inf,0,0,0,0,0,0,0,0,0,1
46374000,inf,0,0,0,0,0,0,0,0,0,1
47380000,inf,0,0,0,0,0,0,0,0,0,1
48068000,inf,0,0,0,0,1,1,0,1,0,1
49068000,inf,0,0,0,0,1,1,0,0,0,1
49868000,inf,0,1,0,0,1,1,1,0,0,1
50225000,inf,0,1,1,0,1,1,1,0,0,1
50564000,inf,0,1,1,1,1,1,1,0,0,1
51569000,inf,0,1,1,1,1,1,1,0,0,1
52569000,inf,0,1,1,1,1,1,1,0,0,1
53569000,inf,0,1,1,1,1,1,1,0,0,1
