timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
2000000,134.78027,89.14039,0,94,8371,1024000,0,3,255
3003000,181.36719,72.11419,0,169,8429,1024000,0,3,255
4004000,234.89551,66.807594,0,256,104,1024000,0,3,255
5004000,280.73242,62.163956,0,337,234,1024000,0,3,255
6004000,328.4004,59.535965,0,403,234,1024000,0,3,255
7007000,377.27734,57.8735,0,483,234,1024000,0,3,255
8008000,428.62305,56.997746,0,552,132,1024000,0,3,255
9011000,480.30176,56.353603,0,608,255,1024000,0,3,255
10012000,532.1797,55.87775,0,686,492,1024000,0,3,255
11012000,587.8174,55.854942,0,762,351,1024000,0,3,255
12012000,646.6426,56.112682,0,846,489,1024000,0,3,255
13012000,704.48926,56.25114,0,925,593,1024000,0,3,255
14015000,765.4287,56.585255,0,1005,409,1024000,0,3,255
15019000,814.1719,56.03,0,1066,781,1024000,0,3,255
16023000,873.1113,56.202854,0,1133,793,1024000,0,3,255
17023000,930.22266,56.257797,0,1221,818,1024000,0,3,255
18024000,988.9619,56.396095,0,1303,948,1024000,0,3,255
19024000,1046.3799,56.451225,0,1375,689,1024000,0,3,255
20024000,1103.6348,56.492363,0,1453,1308,1024000,0,3,255
21027000,1159.6074,56.458805,0,1529,1207,1024000,0,3,255
22028000,1215.3203,56.421555,0,1600,1250,1024000,0,3,255
23028000,1275.2158,56.575684,0,1672,1092,1024000,0,3,255
24028000,1335.3086,56.725086,0,1748,1053,1024000,0,3,255
25028000,1396.1875,56.894356,0,1827,1078,1024000,0,3,255
26032000,1457.1367,57.04419,0,1913,999,1024000,0,3,255
27032000,1517.8984,57.184242,0,1983,1144,1024000,0,3,255
28036000,1574.7266,57.163006,0,2070,1327,1024000,0,3,255
29040000,1631.1514,57.129147,0,2154,1141,1024000,0,3,255
30044000,1688.8486,57.140636,0,2215,1871,1024000,0,3,255
31047000,1746.3672,57.147396,0,2300,2627,1024000,0,3,255
32048000,1805.2002,57.198994,0,2385,2979,1024000,0,3,255
33048000,1866.3281,57.319656,0,2461,2165,1024000,0,3,255
34050000,1924.3076,57.335903,0,2539,2104,1024000,0,3,255
35051000,1983.7578,57.395416,0,2613,2323,1024000,0,3,255
36052000,2043.3232,57.454823,0,2696,2158,1024000,0,3,255
37052000,2099.5137,57.420242,0,2762,2243,1024000,0,3,255
38055000,2155.8223,57.386066,0,2835,2607,1024000,0,3,255
39056000,2212.9375,57.377552,0,2916,3166,1024000,0,3,255
40056000,2271.456,57.406387,0,2997,2292,1024000,0,3,255
41056000,2328.0264,57.38578,0,3074,3367,1024000,0,3,255
42056000,2385.2607,57.38214,0,3152,2476,1024000,0,3,255
43057000,2441.3486,57.350388,0,3228,2340,1024000,0,3,255
44060000,2497.5664,57.320446,0,3310,2340,1024000,0,3,255
45060000,2553.0996,57.280346,0,3387,2758,1024000,0,3,255
46063000,2608.8945,57.24398,0,3469,2783,1024000,0,3,255
47064000,2664.9365,57.216946,0,3536,3556,1024000,0,3,255
48064000,2721.7627,57.208736,0,3604,3080,1024000,0,3,255
49064000,2777.6162,57.180832,0,3671,3257,1024000,0,3,255
50064000,2835.37,57.192398,0,3735,2182,1024000,0,3,255
51064000,2892.4902,57.190964,0,3821,2427,1024000,0,3,255
52071000,2949.7246,57.184048,0,3900,3478,1024000,0,3,255
53076000,3006.8027,57.176594,0,3978,3404,1024000,0,3,255
