timestamp,speed_xy,speed_up,speed_down,want_takeoff
11428000,5.0,3.0,1.0,0
11444000,5.0,3.0,1.0,0
12440000,5.0,3.0,1.0,0
13440000,5.0,3.0,1.0,0
14432000,5.0,3.0,1.0,0
15436000,5.0,3.0,1.0,0
16424000,5.0,3.0,1.0,0
17420000,5.0,3.0,1.0,0
18420000,5.0,3.0,1.0,0
19436000,5.0,3.0,1.0,0
20432000,5.0,3.0,1.0,0
21436000,5.0,3.0,1.0,0
22436000,5.0,3.0,1.0,0
22876000,5.0,3.0,1.0,0
49556000,5.0,3.0,1.0,0
49576000,5.0,3.0,1.0,0
50556000,5.0,3.0,1.0,0
51556000,5.0,3.0,1.0,0
52551000,5.0,3.0,1.0,0
53548000,5.0,3.0,1.0,0
54552000,5.0,3.0,1.0,0
