timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
49652391,49649073,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,33.059086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,426.0,451.0,504.0
51250962,51247458,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,48.86987,42.971718,52.770386,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,20.0,17.0,nan,464.0,462.0,573.0
51502781,51499407,6684682,2001.3342,1.954428,83.96184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,490.0,508.0,501.0
51885256,51883212,6684682,2001.3342,1.954428,84.23019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,497.0,459.0,558.0
52016012,52015162,6684682,2001.3342,1.954428,nan,nan,nan,nan,37.352207,nan,nan,nan,42.77934,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,16.0,nan,nan,nan,449.0,460.0,535.0
52267732,52267065,6684682,2001.3342,1.954428,33.225277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,494.0,499.0,510.0
52272281,52270064,6684682,2001.3342,1.954428,33.225277,nan,nan,nan,nan,nan,nan,nan,52.769554,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,494.0,463.0,558.0
52654306,52650920,6684682,2001.3342,1.954428,85.86887,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,472.0,485.0,510.0
53167565,53166720,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,86.003716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,504.0,485.0,565.0
53293293,53292671,6684682,2001.3342,1.954428,nan,nan,nan,nan,85.891975,nan,nan,nan,86.003716,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,17.0,nan,nan,nan,470.0,497.0,565.0
53297519,53294171,6684682,2001.3342,1.954428,nan,nan,nan,nan,85.891975,nan,nan,nan,86.09379,48.8607,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,17.0,16.0,nan,nan,470.0,497.0,510.0
53423756,53421622,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,42.997414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,472.0,485.0,539.0
53549610,53549073,6684682,2001.3342,1.954428,85.895874,39.08856,nan,nan,48.69451,nan,nan,nan,42.997414,nan,nan,nan,17.0,10.0,nan,nan,10.0,nan,nan,nan,16.0,nan,nan,nan,506.0,492.0,539.0
53554032,53550573,6684682,2001.3342,1.954428,85.895874,39.08856,nan,nan,48.69451,nan,nan,nan,52.55148,nan,nan,nan,17.0,10.0,nan,nan,10.0,nan,nan,nan,16.0,nan,nan,nan,506.0,492.0,513.0
53806289,53805474,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,87.94605,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,513.0,467.0,552.0
54188293,54186329,6684682,2001.3342,1.954428,84.040405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,491.0,479.0,513.0
54319157,54318325,6684682,2001.3342,1.954428,60.587044,39.306633,nan,nan,nan,nan,nan,nan,33.225277,nan,nan,nan,17.0,16.0,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,517.0,483.0,514.0
54444776,54444230,6684682,2001.3342,1.954428,nan,nan,nan,nan,56.85833,nan,nan,nan,33.225277,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,16.0,nan,nan,nan,474.0,491.0,514.0
54701092,54699133,6684682,2001.3342,1.954428,84.09909,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,485.0,473.0,535.0
54831687,54829581,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,45.22236,58.74256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,17.0,nan,nan,513.0,498.0,530.0
54957871,54957033,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,42.997414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,481.0,471.0,517.0
55083455,55083032,6684682,2001.3342,1.954428,84.049286,nan,nan,nan,nan,nan,nan,nan,42.997414,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,499.0,471.0,517.0
55214264,55213434,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,91.930824,95.69196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,17.0,nan,nan,470.0,452.0,513.0
55344312,55340887,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,95.67207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,493.0,507.0,574.0
55470709,55469836,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,97.701004,36.916058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,16.0,nan,nan,490.0,533.0,508.0
55596255,55594288,6684682,2001.3342,1.954428,54.723984,nan,nan,nan,nan,nan,nan,nan,97.701004,36.916058,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,17.0,16.0,nan,nan,459.0,533.0,508.0
55600662,55597286,6684682,2001.3342,1.954428,54.723984,nan,nan,nan,nan,nan,nan,nan,33.495567,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,459.0,487.0,512.0
56109083,56105590,6684682,2001.3342,1.954428,43.10407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,505.0,524.0,497.0
56491463,56489441,6684682,2001.3342,1.954428,131.07625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,553.0,524.0,535.0
56621764,56618391,6684682,2001.3342,1.954428,134.75464,142.72792,138.63799,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.0,20.0,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,612.0,525.0,571.0
56622081,56619937,6684682,2001.3342,1.954428,134.75464,142.72792,138.63799,nan,45.061565,121.20467,nan,nan,nan,nan,nan,nan,25.0,20.0,17.0,nan,17.0,17.0,nan,nan,nan,nan,nan,nan,612.0,513.0,571.0
56748025,56747391,6684682,2001.3342,1.954428,154.47649,158.07504,nan,nan,33.053104,nan,nan,nan,nan,nan,nan,nan,25.0,17.0,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,591.0,538.0,547.0
56873619,56873292,6684682,2001.3342,1.954428,183.73056,175.69913,172.31726,nan,33.053104,nan,nan,nan,nan,nan,nan,nan,29.0,20.0,17.0,nan,10.0,nan,nan,nan,nan,nan,nan,nan,651.0,538.0,601.0
58155921,58155281,6684682,2001.3342,1.954428,48.8607,nan,nan,nan,33.118618,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,549.0,540.0,1099.0
58668964,58668073,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,40.933487,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,534.0,488.0,1450.0
58794419,58792522,6684682,2001.3342,1.954428,37.134132,nan,nan,nan,nan,nan,nan,nan,40.933487,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,556.0,488.0,1450.0
58794731,58794069,6684682,2001.3342,1.954428,37.134132,nan,nan,nan,58.63284,nan,nan,nan,40.933487,nan,nan,nan,17.0,nan,nan,nan,16.0,nan,nan,nan,17.0,nan,nan,nan,556.0,517.0,1450.0
59176806,59176411,6684682,2001.3342,1.954428,44.73377,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,525.0,515.0,1478.0
59307217,59305311,6684682,2001.3342,1.954428,43.163605,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,507.0,554.0,1366.0
61228141,61225996,6684682,2001.3342,1.954428,nan,nan,nan,nan,32.785927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,525.0,521.0,1504.0
61353761,61351942,6684682,2001.3342,1.954428,42.77934,nan,nan,nan,32.785927,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,545.0,521.0,1578.0
61866883,61864723,6684682,2001.3342,1.954428,nan,nan,nan,nan,49.026886,56.67841,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,10.0,nan,nan,nan,nan,nan,nan,507.0,478.0,1084.0
62123182,62121109,6684682,2001.3342,1.954428,nan,nan,nan,nan,37.134132,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,553.0,636.0,1185.0
63274946,63274102,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,37.134132,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,503.0,560.0,1165.0
64169862,64167703,6684682,2001.3342,1.954428,nan,nan,nan,nan,33.118618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,566.0,581.0,867.0
65577952,65575566,6684682,2001.3342,1.954428,nan,nan,nan,nan,33.44335,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,117651.0,673.0,789.0
65964353,65960938,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,35.285526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,103795.0,742.0,717.0
66090211,66086832,6684682,2001.3342,1.954428,nan,nan,nan,nan,46.906273,nan,nan,nan,35.285526,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,17.0,nan,nan,nan,103573.0,822.0,717.0
66346809,66344712,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,34.31361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,114889.0,855.0,708.0
66603588,66601092,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,44.951843,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,111746.0,833.0,735.0
66859295,66855972,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,52.769554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,107024.0,726.0,738.0
66985534,66983411,6684682,2001.3342,1.954428,nan,nan,nan,nan,48.8607,nan,nan,nan,52.769554,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,16.0,nan,nan,nan,113530.0,781.0,738.0
67115730,67112350,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,35.397778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,113919.0,995.0,656.0
67241667,67238290,6684682,2001.3342,1.954428,nan,nan,nan,nan,38.815403,nan,nan,nan,35.397778,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,16.0,nan,nan,nan,106558.0,923.0,656.0
67498387,67496190,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,60.74806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,108435.0,756.0,657.0
68262988,68262343,6684682,2001.3342,1.954428,nan,nan,nan,nan,39.08856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,114759.0,849.0,630.0
69544911,69542664,6684682,2001.3342,1.954428,nan,nan,nan,nan,39.26848,nan,nan,nan,44.951843,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,17.0,nan,nan,nan,107919.0,683.0,592.0
69801274,69799080,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,35.179703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,105178.0,853.0,580.0
72355949,72355290,6684682,2001.3342,1.954428,33.007202,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,759.0,555.0,961.0
72486546,72485677,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,52.731007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,836.0,548.0,904.0
72612714,72611613,6684682,2001.3342,1.954428,nan,nan,nan,nan,48.587543,nan,nan,nan,52.731007,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,17.0,nan,nan,nan,707.0,536.0,904.0
72868650,72867983,6684682,2001.3342,1.954428,nan,nan,nan,nan,33.11555,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,932.0,577.0,788.0
72872920,72869482,6684682,2001.3342,1.954428,nan,nan,nan,nan,33.11555,nan,nan,nan,50.975918,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,17.0,nan,nan,nan,932.0,577.0,733.0
73381380,73379224,6684682,2001.3342,1.954428,nan,nan,nan,nan,40.824913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,788.0,601.0,724.0
73893917,73890462,6684682,2001.3342,1.954428,52.55148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,558.0,557.0,617.0
74145663,74145329,6684682,2001.3342,1.954428,38.870483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,504.0,543.0,641.0
74406836,74404693,6684682,2001.3342,1.954428,nan,nan,nan,nan,nan,nan,nan,nan,58.63284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,547.0,476.0,700.0
74533113,74530627,6684682,2001.3342,1.954428,nan,nan,nan,nan,41.042988,nan,nan,nan,58.63284,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,16.0,nan,nan,nan,611.0,533.0,700.0
74662939,74659559,6684682,2001.3342,1.954428,nan,nan,nan,nan,46.906273,45.11803,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,10.0,nan,nan,nan,nan,nan,nan,699.0,573.0,716.0
74789119,74786991,6684682,2001.3342,1.954428,nan,nan,nan,nan,45.22236,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,583.0,656.0,644.0
74914869,74912927,6684682,2001.3342,1.954428,37.024406,nan,nan,nan,45.22236,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,539.0,656.0,635.0
75684122,75682017,6684682,2001.3342,1.954428,nan,nan,nan,nan,54.723984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,517.0,536.0,2499.0
76322495,76320723,6684682,2001.3342,1.954428,32.08867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,652.0,695.0,824.0
76326992,76323675,6684682,2001.3342,1.954428,32.08867,nan,nan,nan,nan,nan,nan,nan,46.906048,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,652.0,710.0,684.0
