timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
50668800,50652683,1,1,0,0,0,0,3,0,3,0,0,0,0,0
51676711,51660682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
52684706,52668683,1,1,0,0,0,0,3,0,3,0,0,0,0,0
53692711,53676682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
54700793,54684684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
55708723,55692684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
56716732,56700682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
57724705,57708844,1,1,0,0,0,0,3,0,3,0,0,0,0,0
58732707,58716682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
59740723,59724686,1,1,0,0,0,0,3,0,3,0,0,0,0,0
60748705,60732684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
61756706,61740838,1,1,0,0,0,0,3,0,3,0,0,0,0,0
62764706,62748682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
63772712,63756682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
64780714,64764682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
65788758,65772682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
66796708,66780682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
67804705,67788685,1,1,0,0,0,0,3,0,3,0,0,0,0,0
68812705,68796687,1,1,0,0,0,0,3,0,3,0,0,0,0,0
69816706,69800682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
70824709,70808682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
71832706,71816722,1,1,0,0,0,0,3,0,3,0,0,0,0,0
72840708,72825173,1,1,0,0,0,0,3,0,3,0,0,0,0,0
73848709,73832694,1,1,0,0,0,0,3,0,3,0,0,0,0,0
74856705,74840682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
75864708,75848707,1,1,0,0,0,0,3,0,3,0,0,0,0,0
76868711,76852682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
77876709,77860683,1,1,0,0,0,0,3,0,3,0,0,0,0,0
78884706,78868684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
79892715,79876702,1,1,0,0,0,0,3,0,3,0,0,0,0,0
