timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1003000,88.0918,188.23035,0,9,6578,1024000,0,3,255
2003000,132.66016,90.36796,0,95,8302,1024000,0,3,255
3004000,185.91309,75.29894,0,180,142,1024000,0,3,255
4007000,230.79883,66.47432,0,260,170,1024000,0,3,255
5008000,276.11426,61.729103,0,346,220,1024000,0,3,255
6008000,322.1172,58.85569,0,435,475,1024000,0,3,255
7012000,369.83105,57.099125,0,523,693,1024000,0,3,255
8012000,419.0752,56.048576,0,597,996,1024000,0,3,255
9012000,470.68262,55.52467,0,669,499,1024000,0,3,255
10016000,521.1826,54.97127,0,749,917,1024000,0,3,255
11016000,575.05664,54.86658,0,818,1533,1024000,0,3,255
12016000,632.4131,55.083447,0,910,917,1024000,0,3,255
13016000,692.00195,55.444435,0,976,851,1024000,0,3,255
14016000,753.5166,55.89471,0,1042,1021,1024000,0,3,255
15019000,810.13086,55.932816,0,1128,992,1024000,0,3,255
16020000,868.4756,56.084957,0,1217,1112,1024000,0,3,255
17023000,925.30176,56.11971,0,1291,1257,1024000,0,3,255
18027000,982.9658,56.195164,0,1380,923,1024000,0,3,255
19027000,1041.7715,56.33633,0,1452,1332,1024000,0,3,255
20031000,1096.9434,56.26505,0,1527,1187,1024000,0,3,255
21036000,1153.0605,56.244114,0,1605,1699,1024000,0,3,255
22039000,1211.252,56.32682,0,1702,1775,1024000,0,3,255
23040000,1272.3281,56.53535,0,1773,1632,1024000,0,3,255
24040000,1332.7559,56.70095,0,1857,1635,1024000,0,3,255
25044000,1393.0518,56.838375,0,1942,1959,1024000,0,3,255
26048000,1452.7871,56.943012,0,2021,2786,1024000,0,3,255
27048000,1511.29,57.001846,0,2095,3044,1024000,0,3,255
28051000,1566.8535,56.94336,0,2168,2611,1024000,0,3,255
29052000,1623.7861,56.940987,0,2249,3298,1024000,0,3,255
30055000,1684.1182,57.05007,0,2305,3007,1024000,0,3,255
31059000,1744.5059,57.15194,0,2383,2675,1024000,0,3,255
32064000,1805.6367,57.269077,0,2457,2803,1024000,0,3,255
33064000,1865.1182,57.33709,0,2539,2671,1024000,0,3,255
34064000,1923.209,57.35957,0,2601,2791,1024000,0,3,255
35067000,1982.2637,57.403675,0,2663,3671,1024000,0,3,255
36068000,2043.3213,57.504894,0,2726,3295,1024000,0,3,255
37069000,2100.8838,57.504894,0,2798,3776,1024000,0,3,255
38072000,2159.5322,57.530766,0,2855,3921,1024000,0,3,255
39072000,2216.4648,57.515244,0,2946,3220,1024000,0,3,255
40076000,2274.0205,57.51045,0,3026,3887,1024000,0,3,255
41076000,2332.918,57.54466,0,3098,2734,1024000,0,3,255
42080000,2391.1768,57.556305,0,3152,3968,1024000,0,3,255
43083000,2452.0,57.629032,0,3224,3739,1024000,0,3,255
44084000,2509.333,57.62091,0,3309,3964,1024000,0,3,255
45084000,2567.6396,57.6363,0,3383,3612,1024000,0,3,255
