timestamp,speed_xy,speed_up,speed_down,want_takeoff
11760000,5.0,3.0,1.0,0
11780000,5.0,3.0,1.0,0
12767000,5.0,3.0,1.0,0
13768000,5.0,3.0,1.0,0
14744000,5.0,3.0,1.0,0
15744000,5.0,3.0,1.0,0
16744000,5.0,3.0,1.0,0
17744000,5.0,3.0,1.0,0
18764000,5.0,3.0,1.0,0
18808000,5.0,3.0,1.0,0
39744000,5.0,3.0,1.0,0
39764000,5.0,3.0,1.0,0
40744000,5.0,3.0,1.0,0
41740000,5.0,3.0,1.0,0
42744000,5.0,3.0,1.0,0
43744000,5.0,3.0,1.0,0
44744000,5.0,3.0,1.0,0
