timestamp,saturation_status
996000,1529
2001000,1529
3000000,1529
4003000,1533
5005000,1533
6001000,1533
7003000,1533
7999000,1533
9001000,1533
10004000,1533
11000000,1533
12000000,1533
13004000,1533
14000000,1533
15003000,1533
16000000,1533
16999000,1533
18003000,1533
19004000,1
20001000,1
21000000,1
22000000,1
23003000,1
23996000,1
25001000,1
26003000,1
27000000,1
27996000,1
29003000,1
30003000,1
31003000,1
32000000,1
33003000,1
34004000,1
35003000,1
36001000,1
37003000,1
38004000,1
39003000,1
40000000,1
41008000,1533
42010000,1533
43000000,1529
