timestamp,mag_inconsistency_angle
491000,0.0
1000000,0.0
1501000,0.0
2001000,0.0
2508000,0.0
2996000,0.0
3504000,0.0
4003000,0.0
4503000,0.0
5005000,0.0
5501000,0.0
6001000,0.0
6500000,0.0
6999000,0.0
7501000,0.0
8003000,0.0
8504000,0.0
9001000,0.0
9504000,0.0
10004000,0.0
10504000,0.0
11000000,0.0
11503000,0.0
12000000,0.0
12505000,0.0
13004000,0.0
13496000,0.0
14000000,0.0
14504000,0.0
15003000,0.0
15504000,0.0
16000000,0.0
16503000,0.0
16717000,0.0
42876000,0.0
42880000,0.0
43379000,4.7068998e-09
