timestamp,speed_xy,speed_up,speed_down,want_takeoff
11568000,5.0,3.0,1.0,0
11588000,5.0,3.0,1.0,0
12584000,5.0,3.0,1.0,0
13584000,5.0,3.0,1.0,0
14584000,5.0,3.0,1.0,0
15544000,5.0,3.0,1.0,0
16568000,5.0,3.0,1.0,0
17572000,5.0,3.0,1.0,0
18568000,5.0,3.0,1.0,0
19588000,5.0,3.0,1.0,0
20575000,5.0,3.0,1.0,0
21568000,5.0,3.0,1.0,0
22616000,5.0,3.0,1.0,0
22844000,5.0,3.0,1.0,0
49660000,5.0,3.0,1.0,0
49684000,5.0,3.0,1.0,0
50644000,5.0,3.0,1.0,0
51644000,5.0,3.0,1.0,0
52664000,5.0,3.0,1.0,0
53648000,5.0,3.0,1.0,0
