timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
988000,988000,197388,0.2755546,-0.029335324,0.4723764,25.0,0,0
1988000,1988000,197388,0.27697372,-0.03182975,0.46758425,25.0,0,0
2988000,2988000,197388,0.2736117,-0.036319584,0.47400007,25.0,0,0
3988000,3988000,197388,0.2799902,-0.03156108,0.47306383,25.0,0,0
4988000,4988000,197388,0.27734578,-0.030254489,0.47261325,25.0,0,0
5987000,5987000,197388,0.27843854,-0.030631514,0.4711312,25.0,0,0
6988000,6988000,197388,0.27391687,-0.03340438,0.46882007,25.0,0,0
7984000,7984000,197388,0.27327105,-0.03456789,0.46977976,25.0,0,0
8988000,8988000,197388,0.27913088,-0.03202592,0.4738678,25.0,0,0
9984000,9984000,197388,0.2749048,-0.034567345,0.4683929,25.0,0,0
10976000,10976000,197388,0.27332178,-0.031975225,0.47480145,25.0,0,0
11984000,11984000,197388,0.27515787,-0.036855526,0.4714267,25.0,0,0
12984000,12984000,197388,0.27800897,-0.034277596,0.4731341,25.0,0,0
13984000,13984000,197388,0.28034195,-0.03134673,0.46841815,25.0,0,0
14988000,14988000,197388,0.28050646,-0.033390786,0.4731368,25.0,0,0
15988000,15988000,197388,0.2794854,-0.032716412,0.46766543,25.0,0,0
16988000,16988000,197388,0.2753304,-0.031621195,0.4734268,25.0,0,0
17980000,17980000,197388,0.28072062,-0.03196249,0.47309706,25.0,0,0
18988000,18988000,197388,0.2740101,-0.035888765,0.4716595,25.0,0,0
19984000,19984000,197388,0.28066993,-0.032167394,0.47184262,25.0,0,0
20984000,20984000,197388,0.27861443,-0.030617582,0.47520462,25.0,0,0
21984000,21984000,197388,0.27566275,-0.033811968,0.4724212,25.0,0,0
22991000,22991000,197388,0.27297476,-0.032941554,0.4743968,25.0,0,0
23987000,23987000,197388,0.27488184,-0.034477834,0.46908084,25.0,0,0
24991000,24991000,197388,0.27437848,-0.034801338,0.47178128,25.0,0,0
25984000,25984000,197388,0.27308458,-0.03287995,0.467748,25.0,0,0
26987000,26987000,197388,0.2796028,-0.030539714,0.47040474,25.0,0,0
27984000,27984000,197388,0.2774195,-0.03579674,0.47017762,25.0,0,0
28987000,28987000,197388,0.27713546,-0.034084104,0.4733839,25.0,0,0
29991000,29991000,197388,0.2781931,-0.034559097,0.4728423,25.0,0,0
30991000,30991000,197388,0.27580386,-0.018111708,0.47320855,25.0,0,0
31983000,31983000,197388,0.2802484,-0.01950167,0.4731691,25.0,0,0
32988000,32988000,197388,0.27763882,-0.016218405,0.46973994,25.0,0,0
33991000,33991000,197388,0.27649012,-0.016734084,0.47177538,25.0,0,0
34983000,34983000,197388,0.27662924,-0.017758567,0.47057223,25.0,0,0
35991000,35991000,197388,0.27468687,-0.019543158,0.4699667,25.0,0,0
36987000,36987000,197388,0.27659285,-0.0198855,0.4710197,25.0,0,0
37991000,37991000,197388,0.28193694,-0.014510765,0.4700297,25.0,0,0
38984000,38984000,197388,0.2828173,-0.021413807,0.46932578,25.0,0,0
39991000,39991000,197388,0.3386208,-0.022578653,0.4306168,25.0,0,0
40987000,40987000,197388,0.19643483,-0.017659288,0.51163495,25.0,0,0
41991000,41991000,197388,0.35866526,-0.018237814,0.41126725,25.0,0,0
42987000,42987000,197388,0.3622632,-0.016775876,0.4147885,25.0,0,0
43988000,43988000,197388,0.19953458,-0.015954081,0.5146204,25.0,0,0
44976000,44976000,197388,0.31968018,-0.016781015,0.44686773,25.0,0,0
45984000,45984000,197388,0.35344073,-0.0164615,0.42376024,25.0,0,0
46988000,46988000,197388,0.18973587,-0.022289293,0.5118803,25.0,0,0
47988000,47988000,197388,0.27996495,-0.022966906,0.47022402,25.0,0,0
48980000,48980000,197388,0.2765077,-0.020355472,0.4731518,25.0,0,0
50016000,50016000,197388,0.2832966,-0.018612834,0.46648702,25.0,0,0
50987000,50987000,197388,0.27258405,-0.015501492,0.4690688,25.0,0,0
51984000,51984000,197388,0.27833688,-0.022030089,0.47220802,25.0,0,0
52984000,52984000,197388,0.2723753,-0.01708095,0.47509086,25.0,0,0
53984000,53984000,197388,0.27450964,-0.0227466,0.4747171,25.0,0,0
