timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
11036000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
22757000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
49652000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
53820000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
53864000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
53920000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
53968000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
54016000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
54068000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
54120000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
54172000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
54224000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
54276000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
54331000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
54392000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
54424000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
