timestamp,load,ram_usage
1504000,0.12244898,0.1351233
2004000,0.12,0.13518631
2504000,0.1,0.13534772
3004000,0.14,0.1353675
3504000,0.12,0.1359506
4008000,0.11764706,0.13398732
4504000,0.14285715,0.13402884
5008000,0.09803922,0.1340663
5504000,0.14285715,0.134126
6004000,0.12,0.13415757
6504000,0.12,0.1341169
7004000,0.12,0.13411507
7504000,0.14,0.13414639
8004000,0.1,0.13416137
8504000,0.14,0.13418446
9004000,0.12,0.13418397
9504000,0.14,0.1341857
10004000,0.12,0.1343083
10504000,0.14,0.13447031
11004000,0.12,0.13449585
11504000,0.14,0.13448714
12004000,0.14,0.13448812
12508000,0.11764706,0.13443555
13004000,0.12244898,0.13443726
13504000,0.12,0.13462777
14008000,0.11764706,0.13477395
14504000,0.14285715,0.13482702
15004000,0.16,0.13466623
15504000,0.14,0.13534121
16004000,0.14,0.13550286
16504000,0.18,0.13542143
17004000,0.18,0.13551368
17504000,0.18,0.13558394
18004000,0.16,0.13563184
18504000,0.2,0.13574043
19004000,0.16,0.13549906
19504000,0.18,0.13557853
20004000,0.18,0.13569829
20504000,0.18,0.135701
21004000,0.16,0.13576634
21504000,0.2,0.13602945
22004000,0.18,0.13569191
22504000,0.18,0.1358194
23007000,0.27450982,0.13584925
23504000,0.18367347,0.13591276
24004000,0.16,0.13584471
24507000,0.15686275,0.13593537
25004000,0.1632653,0.13567999
25504000,0.16,0.13565947
26004000,0.14,0.1357661
26507000,0.1764706,0.135835
27007000,0.14,0.13590036
27504000,0.18367347,0.13591719
28007000,0.15686275,0.13565788
28507000,0.16,0.13574018
29004000,0.1632653,0.13578956
29504000,0.16,0.13580357
30007000,0.15686275,0.13594176
30507000,0.16,0.13602982
31004000,0.18367347,0.13613977
31504000,0.16,0.13617146
32004000,0.18,0.13627747
32504000,0.16,0.13599972
33007000,0.1764706,0.13617587
33507000,0.18,0.13621654
34007000,0.2,0.1363492
34504000,0.14285715,0.13664708
35007000,0.1764706,0.13683587
35507000,0.16,0.13698979
36004000,0.20408164,0.13626137
36507000,0.15686275,0.13637143
37007000,0.18,0.13640988
37507000,0.16,0.13649206
38007000,0.2,0.13651638
38504000,0.16,0.13656281
39004000,0.18367347,0.1366187
39508000,0.15686275,0.13659647
40007000,0.18,0.13664806
40523000,0.13207547,0.13674448
41007000,0.17021276,0.13681757
41504000,0.18367347,0.13688181
42008000,0.13725491,0.13694397
42508000,0.2,0.13640128
43004000,0.14285715,0.13645545
43504000,0.16,0.13675983
44004000,0.16,0.13678305
44504000,0.18,0.13673416
45004000,0.16,0.13675505
45504000,0.16,0.13685049
46004000,0.16,0.13694385
46508000,0.15686275,0.13701582
47004000,0.18367347,0.137112
47504000,0.14,0.13707909
48005000,0.16,0.13713694
48504000,0.18,0.13720942
49008000,0.1764706,0.13727316
49504000,0.1632653,0.13674214
50024000,0.14545454,0.13677138
50504000,0.17777778,0.1368236
51008000,0.1764706,0.13687961
51504000,0.1632653,0.13687137
52008000,0.1764706,0.13686314
52504000,0.1632653,0.13692382
53007000,0.1764706,0.13693488
53507000,0.16,0.13703254
54004000,0.18367347,0.1370689
