timestamp,last_instance_change,instance_changed_count,accel_device_id,baro_device_id,gyro_device_id,mag_device_id,combined_test_ratio[0],combined_test_ratio[1],combined_test_ratio[2],combined_test_ratio[3],combined_test_ratio[4],combined_test_ratio[5],combined_test_ratio[6],combined_test_ratio[7],combined_test_ratio[8],relative_test_ratio[0],relative_test_ratio[1],relative_test_ratio[2],relative_test_ratio[3],relative_test_ratio[4],relative_test_ratio[5],relative_test_ratio[6],relative_test_ratio[7],relative_test_ratio[8],accumulated_gyro_error[0],accumulated_gyro_error[1],accumulated_gyro_error[2],accumulated_gyro_error[3],accumulated_accel_error[0],accumulated_accel_error[1],accumulated_accel_error[2],accumulated_accel_error[3],primary_instance,instances_available,healthy[0],healthy[1],healthy[2],healthy[3],healthy[4],healthy[5],healthy[6],healthy[7],healthy[8],gyro_fault_detected,accel_fault_detected
763000,703000,1,1310988,6620172,1310988,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
1767000,703000,1,1310988,6620172,1310988,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
2768000,703000,1,1310988,6620172,1310988,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
3772000,703000,1,1310988,6620172,1310988,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
4784000,703000,1,1310988,6620172,1310988,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
5792000,703000,1,1310988,6620172,1310988,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
6807000,703000,1,1310988,6620172,1310988,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
7816000,703000,1,1310988,6620172,1310988,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
8820000,703000,1,1310988,6620172,1310988,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
9825000,703000,1,1310988,6620172,1310988,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
10831000,703000,1,1310988,6620172,1310988,197388,0.004686402,0.0046165893,0.004623033,0.0047001666,0.0046141148,0.0046149883,nan,nan,nan,0.0,0.011185329,1.0,1.0,0.029084694,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
11839000,703000,1,1310988,6620172,1310988,197388,0.016351502,0.016289238,0.016288007,0.016309146,0.042234775,0.016286548,nan,nan,nan,0.0,0.02549781,1.0,1.0,0.075033784,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
12851000,703000,1,1310988,6620172,1310988,197388,0.018835733,0.018670727,0.018655943,0.018788643,0.01867302,0.018627295,nan,nan,nan,0.0,0.04607272,1.0,1.0,0.09561622,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
13859000,703000,1,1310988,6620172,1310988,197388,0.030531779,0.030560445,0.030630648,0.026614498,0.030574795,0.026572011,nan,nan,nan,0.0,0.07008512,1.0,1.0,0.11442803,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
14863000,703000,1,1310988,6620172,1310988,197388,0.023083217,0.028352454,0.028364997,0.028418431,0.0231309,0.02836638,nan,nan,nan,0.0,0.097978264,1.0,1.0,0.116262004,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
15867000,703000,1,1310988,6620172,1310988,197388,0.038003787,0.03797601,0.03798468,0.03792678,0.037934836,0.038022228,nan,nan,nan,0.0,0.11937216,1.0,1.0,0.13272762,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
16875000,703000,1,1310988,6620172,1310988,197388,0.037518375,0.03756645,0.03753702,0.03758479,0.037539665,0.037538234,nan,nan,nan,0.0,0.12283096,1.0,1.0,0.14797175,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
17876000,703000,1,1310988,6620172,1310988,197388,0.02878962,0.028925452,0.028922625,0.028976023,0.028913295,0.028911833,nan,nan,nan,0.0,0.1598455,1.0,1.0,0.18611117,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
18884000,703000,1,1310988,6620172,1310988,197388,0.04699124,0.047279827,0.047245104,0.04712146,0.0472306,0.04726011,nan,nan,nan,0.0,0.16693507,1.0,1.0,0.21308568,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
19885000,703000,1,1310988,6620172,1310988,197388,0.032923333,0.03639916,0.03621837,0.033258118,0.036019646,0.036206752,nan,nan,nan,0.0,0.30012426,1.0,1.0,0.2926326,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
20887000,703000,1,1310988,6620172,1310988,197388,0.022714773,0.022897543,0.022745252,0.02292104,0.022616135,0.022735655,nan,nan,nan,0.0,0.32177547,1.0,1.0,0.32905996,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21895000,703000,1,1310988,6620172,1310988,197388,0.033771478,0.034050968,0.034137797,0.033606824,0.034192547,0.034109585,nan,nan,nan,0.0,0.36297837,1.0,1.0,0.37017584,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
22903000,703000,1,1310988,6620172,1310988,197388,0.01428544,0.01426987,0.013928445,0.01431972,0.0138981845,0.013915125,nan,nan,nan,0.0,0.3778863,1.0,1.0,0.39981157,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
23912000,703000,1,1310988,6620172,1310988,197388,0.04543479,0.04595769,0.04610181,0.04537908,0.046059743,0.04601688,nan,nan,nan,0.0,0.42991036,1.0,1.0,0.433302,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
24916000,703000,1,1310988,6620172,1310988,197388,0.028248541,0.028665958,0.028734433,0.02829751,0.028724197,0.028697582,nan,nan,nan,0.0,0.47661284,1.0,1.0,0.50812286,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
25923000,703000,1,1310988,6620172,1310988,197388,0.021226898,0.022384789,0.022475114,0.021281792,0.022398941,0.022374164,nan,nan,nan,0.0,0.5373585,1.0,1.0,0.54972446,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
26924000,703000,1,1310988,6620172,1310988,197388,0.02998532,0.028521234,0.028750308,0.030018682,0.028786706,0.02877755,nan,nan,nan,0.0,0.5991423,1.0,1.0,0.6040315,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
27935000,703000,1,1310988,6620172,1310988,197388,0.02851343,0.029418781,0.029408596,0.028547522,0.029425066,0.029423315,nan,nan,nan,0.0,0.61826795,1.0,1.0,0.6280348,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
28944000,703000,1,1310988,6620172,1310988,197388,0.024697013,0.023829125,0.023834063,0.024707055,0.023879375,0.023885626,nan,nan,nan,0.0,0.6922093,1.0,1.0,0.72179675,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
29956000,703000,1,1310988,6620172,1310988,197388,0.033679876,0.03355883,0.03373041,0.03383822,0.0335532,0.033560347,nan,nan,nan,0.0,0.7150239,1.0,1.0,0.7445573,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
30963000,703000,1,1310988,6620172,1310988,197388,0.039779633,0.039230186,0.03312189,0.03363061,0.039246537,0.039240062,nan,nan,nan,0.0,0.7450584,1.0,1.0,0.7728316,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
31964000,703000,1,1310988,6620172,1310988,197388,0.03218607,0.032660495,0.032634098,0.032188892,0.032650612,0.032658443,nan,nan,nan,0.0,0.8304241,1.0,1.0,0.8184944,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
