timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
6964000,0.0,-0.0,-0.004159618,0.0,0.99999785,0.0,-0.0,-0.0020798077,0.0,0.0,-0.0,0,0,0,0,0
6968000,0.0,-0.0,-0.004159554,0.0,0.99999785,0.0,-0.0,-0.0020797756,0.0,0.0,-0.0,0,0,0,0,0
7011000,0.0,-0.0,-0.0041591865,0.0,0.99999785,0.0,-0.0,-0.0020795919,0.0,0.0,-0.0,0,0,0,0,0
7072000,0.0,-0.0,-0.004159191,0.0,0.99999785,0.0,-0.0,-0.0020795942,0.0,0.0,-0.0,0,0,0,0,0
7112000,0.0,-0.0,-0.004159407,0.0,0.99999785,0.0,-0.0,-0.0020797022,0.0,0.0,-0.0,0,0,0,0,0
7168000,0.0,-0.0,-0.0041599427,0.0,0.99999785,0.0,-0.0,-0.00207997,0.0,0.0,-0.0,0,0,0,0,0
7215000,0.0,-0.0,-0.0041603623,0.0,0.99999785,0.0,-0.0,-0.0020801798,0.0,0.0,-0.0,0,0,0,0,0
7260000,0.0,-0.0,-0.004160754,0.0,0.99999785,0.0,-0.0,-0.0020803756,0.0,0.0,-0.0,0,0,0,0,0
7312000,0.0,-0.0,-0.0041611674,0.0,0.99999785,0.0,-0.0,-0.0020805823,0.0,0.0,-0.0,0,0,0,0,0
7363000,0.0,-0.0,-0.0041617295,0.0,0.99999785,0.0,-0.0,-0.0020808633,0.0,0.0,-0.0,0,0,0,0,0
7412000,0.0,-0.0,-0.004162166,0.0,0.99999785,0.0,-0.0,-0.0020810815,0.0,0.0,-0.0,0,0,0,0,0
7468000,0.0,-0.0,-0.0041625947,0.0,0.99999785,0.0,-0.0,-0.002081296,0.0,0.0,-0.0,0,0,0,0,0
7519000,0.0,-0.0,-0.0041630375,0.0,0.99999785,0.0,-0.0,-0.0020815174,0.0,0.0,-0.0,0,0,0,0,0
7564000,0.0,-0.0,-0.004163578,0.0,0.99999785,0.0,-0.0,-0.0020817877,0.0,0.0,-0.0,0,0,0,0,0
7619000,0.0,-0.0,-0.0041640247,0.0,0.99999785,0.0,-0.0,-0.002082011,0.0,0.0,-0.0,0,0,0,0,0
7657000,0.0,-0.0,-0.0041643674,0.0,0.99999785,0.0,-0.0,-0.0020821823,0.0,0.0,-0.0,0,0,0,0,0
