timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
498000,498000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
1002000,1002000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
1501000,1501000,1310996,1310996,0.0,0.0,0.0,0.0,5.1321475e-10,-0.029405039,3000,3000,0,0
2002000,2002000,1310996,1310996,0.0,0.0,0.0,0.0,8.553578e-10,-0.04900839,5000,5000,0,0
2500000,2500000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
3002000,3002000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
3502000,3502000,1310996,1310996,0.0,0.0,0.0,0.0,1.3685728e-09,-0.07841345,8000,8000,0,0
4000000,4000000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
4500000,4500000,1310996,1310996,0.0,0.0,0.0,0.0,1.197501e-09,-0.068611756,7000,7000,0,0
5004000,5004000,1310996,1310996,0.0,0.0,0.0,0.0,1.0264295e-09,-0.058810078,6000,6000,0,0
5501000,5501000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
6002000,6002000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
6502000,6502000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
7001000,7001000,1310996,1310996,0.0,0.0,0.0,0.0,1.0264295e-09,-0.058810078,6000,6000,0,0
7506000,7506000,1310996,1310996,0.0,0.0,0.0,0.0,1.5396441e-09,-0.08821511,9000,9000,0,0
8002000,8002000,1310996,1310996,0.0,0.0,0.0,0.0,8.553578e-10,-0.04900839,5000,5000,0,0
8502000,8502000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
9002000,9002000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
9500000,9500000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
10000000,10000000,1310996,1310996,0.0,0.0,0.0,0.0,1.197501e-09,-0.068611756,7000,7000,0,0
10501000,10501000,1310996,1310996,0.0,0.0,0.0,0.0,8.553578e-10,-0.04900839,5000,5000,0,0
11002000,11002000,1310996,1310996,0.0,0.0,0.0,0.0,8.553578e-10,-0.04900839,5000,5000,0,0
11502000,11502000,1310996,1310996,0.0,0.0,0.0,0.0,1.3685728e-09,-0.07841345,8000,8000,0,0
12000000,12000000,1310996,1310996,0.0,0.0,0.0,0.0,5.1321475e-10,-0.029405039,3000,3000,0,0
12501000,12501000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
13000000,13000000,1310996,1310996,0.0,0.0,0.0,0.0,1.197501e-09,-0.068611756,7000,7000,0,0
13501000,13501000,1310996,1310996,0.0,0.0,0.0,0.0,8.553578e-10,-0.04900839,5000,5000,0,0
14004000,14004000,1310996,1310996,0.0,0.0,0.0,0.0,1.197501e-09,-0.068611756,7000,7000,0,0
14502000,14502000,1310996,1310996,0.0,0.0,0.0,0.0,8.553578e-10,-0.04900839,5000,5000,0,0
15002000,15002000,1310996,1310996,0.0,0.0,0.0,0.0,1.3685728e-09,-0.07841345,8000,8000,0,0
15505000,15505000,1310996,1310996,0.0,0.0,0.0,0.0,1.197501e-09,-0.068611756,7000,7000,0,0
16002000,16002000,1310996,1310996,0.0,0.0,0.0,0.0,8.553578e-10,-0.04900839,5000,5000,0,0
16501000,16501000,1310996,1310996,0.0,0.0,0.0,0.0,1.197501e-09,-0.068611756,7000,7000,0,0
17001000,17001000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
17502000,17502000,1310996,1310996,0.0,0.0,0.0,0.0,6.842864e-10,-0.039206725,4000,4000,0,0
18002000,18002000,1310996,1310996,0.0,0.0,0.0,0.0,8.553578e-10,-0.04900839,5000,5000,0,0
18500000,18500000,1310996,1310996,0.0,0.0,0.0,0.0,5.1321475e-10,-0.029405039,3000,3000,0,0
19002000,19002000,1310996,1310996,-2.7504418e-06,-6.3050074e-06,7.4553134e-07,-4.0802992e-05,6.362194e-06,-0.04080328,4000,4000,0,0
19501000,19501000,1310996,1310996,-7.582961e-06,6.54565e-05,5.151899e-06,1.193719e-05,3.7132538e-06,-0.04918784,7000,7000,0,0
20001000,20001000,1310996,1310996,0.00014540498,0.00039614516,1.5376598e-05,-6.949826e-07,-2.1781014e-08,-0.03278733,5000,5000,0,0
20502000,20502000,1310996,1310996,-0.00022137928,-0.00038711386,5.8047583e-05,6.782391e-07,-1.2909008e-08,-0.05623711,5000,5000,0,0
21000000,21000000,1310996,1310996,-1.6781645e-05,-5.5344026e-06,3.1957347e-06,5.066924e-07,3.8739682e-07,-0.05677193,6000,6000,0,0
21505000,21505000,1310996,1310996,0.00041412958,0.00018638595,-2.8219642e-05,8.4963405e-09,2.567408e-06,-0.06825157,7000,7000,0,0
22001000,22001000,1310996,1310996,3.5011235e-05,5.860123e-05,-9.155281e-06,6.929844e-08,6.163691e-07,-0.047929574,5000,5000,0,0
22501000,22501000,1310996,1310996,-4.3228607e-05,-4.8807695e-05,-2.723841e-06,3.7508136e-07,-6.448026e-08,-0.048557337,5000,5000,0,0
23001000,23001000,1310996,1310996,-0.00019065014,-6.0983133e-05,-5.4447155e-06,3.8659118e-07,-1.1593739e-06,-0.058906294,6000,6000,0,0
23505000,23505000,1310996,1310996,-4.7578935e-05,-8.37825e-05,-8.052356e-06,5.021149e-08,-9.634151e-07,-0.06929379,7000,7000,0,0
24000000,24000000,1310996,1310996,-4.2585205e-05,-5.3783613e-05,-7.5118874e-07,-4.6123454e-08,-2.8741707e-07,-0.07019015,7000,7000,0,0
24500000,24500000,1310996,1310996,2.9039067e-05,5.2493033e-05,-2.829086e-06,-5.0810257e-08,-3.874254e-09,-0.02988925,3000,3000,0,0
25001000,25001000,1310996,1310996,-5.7330373e-05,6.294379e-05,-4.229558e-06,-3.0988587e-10,1.26756685e-08,-0.049074993,5000,5000,0,0
25505000,25505000,1310996,1310996,7.767352e-05,-0.00011048697,-7.3257193e-06,3.2270626e-07,4.5912748e-07,-0.06981289,7000,7000,0,0
26001000,26001000,1310996,1310996,9.3797986e-05,1.1438506e-06,-4.892419e-06,4.6503627e-07,5.96491e-07,-0.04845108,5000,5000,0,0
26492000,26492000,1310996,1310996,-7.932875e-06,-9.200035e-05,-3.1547206e-06,3.9878557e-07,2.1698361e-07,-0.03913495,4000,4000,0,0
27005000,27005000,1310996,1310996,-5.7959904e-05,5.286314e-05,3.7136368e-07,3.5202135e-08,4.5305786e-08,-0.06895155,7000,7000,0,0
27503000,27503000,1310996,1310996,7.919641e-05,2.9958223e-05,5.5874957e-06,-8.948922e-08,-3.300053e-08,-0.04902896,5000,5000,0,0
28001000,28001000,1310996,1310996,-4.8833382e-08,7.975636e-06,4.7240273e-06,-1.3944359e-07,-5.1251345e-07,-0.039166708,4000,4000,0,0
28500000,28500000,1310996,1310996,-0.00016195515,-3.2097567e-05,1.1217004e-05,-2.9276492e-07,-2.3677624e-06,-0.07787108,8000,8000,0,0
29001000,29001000,1310996,1310996,-3.8391907e-05,5.284938e-05,7.3569945e-06,-2.9447003e-07,-1.3657873e-06,-0.06797227,7000,7000,0,0
29500000,29500000,1310996,1310996,-9.658758e-06,-0.0003005568,2.0999469e-06,-2.240797e-07,-2.389658e-07,-0.02946464,3000,3000,0,0
30000000,30000000,1310996,1310996,3.6930593e-05,8.074565e-05,2.8543327e-06,-2.2135275e-06,-5.758158e-08,-0.02935836,3000,3000,0,0
30501000,30501000,1310996,1310996,2.622989e-05,5.481047e-05,4.984262e-06,-7.998346e-06,-1.1328364e-07,-0.0688818,7000,7000,0,0
31006000,31006000,1310996,1310996,-7.290846e-05,3.5269168e-05,9.0508875e-06,-1.0735894e-05,-2.2232118e-07,-0.07848489,8000,8000,0,0
31501000,31501000,1310996,1310996,-3.542917e-05,-3.6514157e-05,6.6070124e-06,-9.802757e-06,-7.917094e-08,-0.068625346,7000,7000,0,0
32002000,32002000,1310996,1310996,4.4901917e-06,-3.235654e-06,4.015488e-06,-8.125531e-06,2.0441109e-09,-0.048976753,5000,5000,0,0
32505000,32505000,1310996,1310996,7.399991e-05,7.898817e-05,8.29387e-06,-1.4256334e-05,1.391303e-07,-0.078433745,8000,8000,0,0
