timestamp,saturation_status
1002000,1529
2002000,1529
3002000,1529
4000000,1533
5004000,1533
6002000,1533
7001000,1533
8002000,1533
9002000,1533
10000000,1533
11002000,1533
12000000,1529
13000000,1533
14004000,1533
15002000,1533
16002000,1533
17001000,1533
18002000,1533
19002000,1
20001000,1
20994000,1
22001000,1
23001000,1
24000000,1
25001000,1
26001000,1
27005000,1
28001000,1
29001000,1
30000000,1
31006000,1
31997000,1
33005000,1
34002000,1
35000000,1
36001000,1
37001000,1
38002000,1
39002000,1
40005000,1
41005000,1
42001000,1
43001000,1
44002000,1
45000000,1
46001000,1
47001000,1
48002000,1533
48993000,1533
50002000,1533
