timestamp,mag_inconsistency_angle
504000,0.0
1005000,0.0
1505000,0.0
2000000,0.0
2504000,0.0
3003000,0.0
3503000,0.0
4000000,0.0
4503000,0.0
5000000,0.0
5500000,0.0
6004000,0.0
6496000,0.0
7003000,0.0
7504000,0.0
7999000,0.0
8501000,0.0
9000000,0.0
9501000,0.0
10003000,0.0
10501000,0.0
11000000,0.0
11500000,0.0
12000000,0.0
12500000,0.0
13009000,0.0
13499000,0.0
14003000,0.0
14500000,0.0
15000000,0.0
15501000,0.0
16000000,0.0
16502000,0.0
16519000,0.0
42885000,0.0
42892000,0.0
43392000,7.380546e-10
