timestamp,rtl_time_s,rtl_limit_fraction
11029000,0.0,0.0
12036000,0.037713967,4.1904408e-05
13045000,0.068003915,7.555991e-05
14053000,0.041498747,4.6109722e-05
15076000,0.088549376,9.83882e-05
16084000,0.15420069,0.0001713341
17112000,0.13191803,0.00014657559
18120000,0.05282742,5.8697136e-05
19145000,0.15351497,0.0001705722
20172000,0.11712954,0.00013014393
21176000,0.017453644,1.9392939e-05
22185000,0.29574844,0.0003286094
23200000,0.59107614,0.0006567513
24249000,0.8190857,0.0009100953
25288000,0.8257959,0.00091755105
26337000,0.7415497,0.0008239441
27352000,0.72527635,0.00080586266
28357000,0.8046056,0.0008940063
29366000,0.8215243,0.00091280486
30373000,0.8538202,0.0009486892
31408000,0.85125524,0.0009458392
32433000,0.85794276,0.00095326983
33439000,0.8715962,0.0009684403
34460000,0.9382709,0.0010425233
35469000,0.950246,0.001055829
36481000,1.1055406,0.0012283786
37497000,1.1269708,0.0012521897
38504000,1.1477429,0.0012752699
39524000,1.2382627,0.0013758474
40540000,1.2914898,0.0014349888
41547000,1.3055584,0.0014506206
42564000,1.2709442,0.0014121603
43580000,1.3406919,0.0014896578
44598000,1.3930321,0.0015478135
45608000,1.4463581,0.0016070646
46621000,1.4189148,0.0015765721
47636000,0.7473539,0.0008303933
48644000,0.7156276,0.00079514185
49657000,0.684131,0.0007601456
50668000,0.64098316,0.00071220356
51708000,0.006643709,7.3818987e-06
