timestamp,mag_inconsistency_angle
500000,0.0
997000,0.0
1496000,0.0
2004000,0.0
2502000,0.0
3001000,0.0
3505000,0.0
4002000,0.0
4501000,0.0
5005000,0.0
5502000,0.0
6001000,0.0
6504000,0.0
7002000,0.0
7500000,0.0
8000000,0.0
8502000,0.0
9001000,0.0
9501000,0.0
10000000,0.0
10500000,0.0
11004000,0.0
11500000,0.0
12001000,0.0
12501000,0.0
13002000,0.0
13502000,0.0
14001000,0.0
14498000,0.0
14996000,0.0
15504000,0.0
16004000,0.0
16501000,0.0
17004000,0.0
17500000,0.0
17713000,0.0
51236000,0.0
51245000,5.395566e-09
51732000,1.6081725e-09
