timestamp,rtl_time_s,rtl_limit_fraction
11044000,0.0,0.0
12056000,0.10689467,0.000118771866
13061000,0.14282691,0.00015869658
14072000,0.21326135,0.00023695707
15076000,0.1986688,0.00022074311
16092000,0.12013602,0.00013348447
17105000,0.048704743,5.4116383e-05
18109000,0.024368009,2.7075566e-05
19153000,0.040860754,4.5400837e-05
20168000,0.0682421,7.5824566e-05
21169000,0.4388284,0.00048758712
22180000,0.69381535,0.000770906
23209000,0.8046083,0.00089400925
24237000,0.74239707,0.0008248857
25253000,0.71206105,0.00079117896
26269000,0.77960837,0.00086623157
27296000,0.7712903,0.00085698924
28304000,0.7890908,0.0008767676
29313000,0.8192395,0.0009102662
30329000,0.7896682,0.0008774092
31329000,0.74595255,0.0008288362
32349000,0.76682705,0.00085203006
33353000,0.20432664,0.00022702962
34357000,0.10515182,0.000116835356
35392000,0.121613555,0.00013512619
36401000,0.11863912,0.00013182125
37432000,0.14950258,0.00016611398
