timestamp,load,ram_usage
1512000,0.0,0.48483217
2016000,0.0,0.4847025
2513000,0.0,0.48458546
3012000,0.0,0.484518
3512000,0.0,0.4843662
4012000,0.0,0.48427013
4513000,0.04,0.48434457
5017000,0.0,0.48429334
5513000,0.0,0.48435768
6013000,0.0,0.48426977
6512000,0.0,0.48434228
7013000,0.0,0.4842296
7512000,0.0,0.484318
8012000,0.0,0.48428875
8513000,0.0,0.48426002
9013000,0.0,0.48425955
9513000,0.0,0.484305
10017000,0.0,0.48429045
10512000,0.0,0.48401693
11012000,0.0,0.48401067
11517000,0.0,0.48434758
12013000,0.0,0.48434192
12513000,0.0,0.48439568
13012000,0.02,0.4843721
13513000,0.0,0.48463538
14013000,0.0,0.4845689
14513000,0.0,0.4848377
15013000,0.0,0.48480052
15512000,0.0,0.48479104
16016000,0.0,0.4847594
16516000,0.0,0.48481315
17013000,0.0,0.48479307
17513000,0.0,0.4844224
18017000,0.0,0.48434746
18513000,0.0,0.4839859
19016000,0.0,0.48392984
19513000,0.02,0.48284882
20013000,0.0,0.48272026
20512000,0.0,0.48280695
21013000,0.0,0.48280647
21516000,0.0,0.48272014
22017000,0.0,0.48266095
22512000,0.0,0.48270473
23013000,0.0,0.4826583
23512000,0.0,0.48255727
24013000,0.0,0.4824163
24513000,0.0,0.482484
25012000,0.0,0.48242438
25516000,0.0,0.4824501
26013000,0.0,0.4824476
26512000,0.0,0.48226848
27013000,0.0,0.48224
27517000,0.0,0.4821108
28012000,0.0,0.4819672
28512000,0.0,0.48080978
29013000,0.0,0.48078692
29516000,0.0,0.48075002
30013000,0.0,0.48072246
30517000,0.0,0.48077106
31013000,0.0,0.48076564
31513000,0.0,0.48070285
32013000,0.0,0.4806906
32513000,0.0,0.48003724
33012000,0.0,0.4799876
33513000,0.04,0.48002234
34016000,0.0,0.48001212
34513000,0.0,0.48004413
35012000,0.0,0.48006865
35516000,0.0,0.4800755
36012000,0.0,0.48001668
36513000,0.0,0.48000515
37013000,0.0,0.4800031
37513000,0.0,0.4800055
38012000,0.0,0.48034662
