timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
49000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
549000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1056000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1512000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2020000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2529000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3036000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3541000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4045000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4273000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4785000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5292000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5796000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6309000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6812000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
7312000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
7821000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
8324000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
8837000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
9341000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
9849000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
10361000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
10864000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
11044000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
11553000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
12056000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
12561000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
13061000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
13568000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
14072000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
14573000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
15076000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
15492000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
15996000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
16176000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
16545000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
16644000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
16752000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
17253000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
17265000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
17301000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
17801000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
18308000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
18453000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
18505000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
19009000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
19509000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
20013000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
20517000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
21021000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
21528000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
22032000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
22541000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
23048000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
23549000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
23597000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
23640000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
23725000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
23737000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
24245000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
24753000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
25257000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
25764000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
26269000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
26781000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
26833000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
26869000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
26941000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
27448000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
27956000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
28456000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
28968000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
29477000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
29980000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
30484000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
30984000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
31484000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
31989000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
32176000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
32241000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
32749000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
33252000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
33753000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
34257000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
34769000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
35285000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
35796000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
36300000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
36801000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
37308000,1,0,1,0,1,0,1,1,0,1,1,1,1,0
37321000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
37605000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
38112000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
