timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5005000,0.0,0.0,0.0,1
5104000,0.0,0.0,0.0,1
5921000,0.0,0.0,0.0,1
6924000,0.0,0.0,0.0,1
7936000,0.0,0.0,0.0,1
8936000,0.0,0.0,0.0,1
9960000,0.0,0.0,0.0,1
10960000,0.0,0.0,0.0,1
11976000,0.0,0.0,0.0,1
12989000,0.0,0.0,0.0,1
14001000,0.0,0.0,0.0,1
14916000,0.0,0.0,0.0,1
15928000,0.0,0.0,0.0,1
16940000,0.0,0.0,0.0,1
17948000,0.0,0.0,0.0,1
18944000,0.0,0.0,0.0,1
19961000,0.0,0.0,0.0,1
20160000,0.0,0.0,0.0,1
48648000,0.0,0.0,0.0,1
48744000,0.0,0.0,0.0,1
49560000,0.0,0.0,0.0,1
50556000,0.0,0.0,0.0,1
