timestamp,timestamp_sample,device_id,error_count,pressure,temperature
1002000,1002000,6620428,0,1007.2723,24.675455
2002000,2002000,6620428,0,1007.25244,24.675455
3000000,3000000,6620428,0,1007.26117,24.675455
4004000,4004000,6620428,0,1007.26776,24.675455
5001000,5001000,6620428,0,1007.27203,24.675455
6003000,6003000,6620428,0,1007.2565,24.675455
7008000,7008000,6620428,0,1007.2692,24.675455
8004000,8004000,6620428,0,1007.2657,24.675455
9000000,9000000,6620428,0,1007.27704,24.675455
10003000,10003000,6620428,0,1007.2711,24.675455
11003000,11003000,6620428,0,1007.26825,24.675455
12003000,12003000,6620428,0,1007.26575,24.675455
13008000,13008000,6620428,0,1007.2788,24.675455
14000000,14000000,6620428,0,1007.2645,24.675455
15004000,15004000,6620428,0,1007.2695,24.675455
16002000,16002000,6620428,0,1007.2622,24.675455
17000000,17000000,6620428,0,1007.27185,24.675455
18007000,18007000,6620428,0,1007.2593,24.675455
19004000,19004000,6620428,0,1007.28015,24.675459
20000000,20000000,6620428,0,1007.25543,24.675446
21004000,21004000,6620428,0,1007.2342,24.673592
22002000,22002000,6620428,0,1007.2096,24.671982
23003000,23003000,6620428,0,1007.1881,24.671307
24003000,24003000,6620428,0,1007.19366,24.670816
25000000,25000000,6620428,0,1007.1887,24.670996
26003000,26003000,6620428,0,1007.1731,24.670643
27003000,27003000,6620428,0,1007.16034,24.670458
28003000,28003000,6620428,0,1007.1707,24.670326
29000000,29000000,6620428,0,1007.1606,24.670326
30003000,30003000,6620428,0,1007.168,24.670391
31003000,31003000,6620428,0,1007.15924,24.67039
32004000,32004000,6620428,0,1007.1787,24.670279
33000000,33000000,6620428,0,1007.1677,24.670214
34003000,34003000,6620428,0,1007.2044,24.673548
35004000,35004000,6620428,0,1007.2605,24.675497
36007000,36007000,6620428,0,1007.255,24.675465
37003000,37003000,6620428,0,1007.28033,24.675478
38006000,38006000,6620428,0,1007.25854,24.675478
39000000,39000000,6620428,0,1007.2613,24.675478
