timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
35535683,1,0,1,0,0,1,1,1,1,1,0,1,1,0
36041776,1,0,1,0,0,1,1,1,1,1,0,1,1,0
36547667,1,0,1,0,0,1,1,1,1,1,0,1,1,0
37053666,1,0,1,0,0,1,1,1,1,1,0,1,1,0
37559668,1,0,1,0,0,1,1,1,1,1,0,1,1,0
38065666,1,0,1,0,0,1,1,1,1,1,0,1,1,0
38538684,1,0,1,0,0,1,1,1,1,1,0,1,1,0
38549739,1,0,1,0,0,1,1,1,1,1,0,1,1,0
39055685,1,0,1,0,0,1,1,1,1,1,0,1,1,0
39561712,1,0,1,0,0,1,1,1,1,1,1,1,1,0
40067679,1,0,1,0,0,1,1,1,1,1,1,1,1,0
40573695,1,0,1,0,0,1,1,1,1,1,1,1,1,0
41079681,1,0,1,0,0,1,1,1,1,1,1,1,1,0
41585718,1,0,1,0,0,1,1,1,1,1,1,1,1,0
42091666,1,0,1,0,0,1,1,1,1,1,1,1,1,0
42597704,1,0,1,0,0,1,1,1,1,1,1,1,1,0
43103667,1,0,1,0,0,1,1,1,1,1,1,1,1,0
43609693,1,0,1,0,0,1,1,1,1,1,1,1,1,0
44115680,1,0,1,0,0,1,1,1,1,1,1,1,1,0
44555718,1,0,1,0,0,1,1,1,1,1,1,1,1,0
44566694,1,0,1,0,0,1,1,1,1,1,1,1,1,0
45072683,1,0,1,0,0,1,1,1,1,1,1,1,1,0
45578683,1,0,1,0,0,1,1,1,1,1,1,1,1,0
46084681,1,0,1,0,0,1,1,1,1,1,1,1,1,0
46590679,1,0,1,0,0,1,1,1,1,1,1,1,1,0
47096694,1,0,1,0,0,1,1,1,1,1,1,1,1,0
47602710,1,0,1,0,0,1,1,1,1,1,1,1,1,0
48108690,1,0,1,0,0,1,1,1,1,1,1,1,1,0
48614669,1,0,1,0,0,1,1,1,1,1,1,1,1,0
49120697,1,0,1,0,0,1,1,1,1,1,1,1,1,0
49582701,1,0,1,0,0,1,1,1,1,1,1,1,1,0
49593708,1,0,1,0,0,1,1,1,1,1,0,1,1,0
50099693,1,0,1,0,0,1,1,1,1,1,0,1,1,0
50605893,1,0,1,0,0,1,1,1,1,1,0,1,1,0
51111748,1,0,1,0,0,1,1,1,1,1,0,1,1,0
51617691,1,0,1,0,0,1,1,1,1,1,0,1,1,0
52123684,1,0,1,0,0,1,1,1,1,1,0,1,1,0
52629670,1,0,1,0,0,1,1,1,1,1,0,1,1,0
53135697,1,0,1,0,0,1,1,1,1,1,0,1,1,0
53641732,1,0,1,0,0,1,1,1,1,1,0,1,1,0
54147669,1,0,1,0,0,1,1,1,1,1,0,1,1,0
54653705,1,0,1,0,0,1,1,1,1,1,0,1,1,0
55159717,1,0,1,0,0,1,1,1,1,1,0,1,1,0
55665668,1,0,1,0,0,1,1,1,1,1,0,1,1,0
56171666,1,0,1,0,0,1,1,1,1,1,0,1,1,0
56677732,1,0,1,0,0,1,1,1,1,1,0,1,1,0
57183665,1,0,1,0,0,1,1,1,1,1,0,1,1,0
57689666,1,0,1,0,0,1,1,1,1,1,0,1,1,0
58195665,1,0,1,0,0,1,1,1,1,1,0,1,1,0
58701690,1,0,1,0,0,1,1,1,1,1,0,1,1,0
59207669,1,0,1,0,0,1,1,1,1,1,0,1,1,0
59713718,1,0,1,0,0,1,1,1,1,1,0,1,1,0
60219668,1,0,1,0,0,1,1,1,1,1,0,1,1,0
60725717,1,0,1,0,0,1,1,1,1,1,0,1,1,0
61232667,1,0,1,0,0,1,1,1,1,1,0,1,1,0
61738681,1,0,1,0,0,1,1,1,1,1,0,1,1,0
62244728,1,0,1,0,0,1,1,1,1,1,0,1,1,0
62750682,1,0,1,0,0,1,1,1,1,1,0,1,1,0
63256667,1,0,1,0,0,1,1,1,1,1,0,1,1,0
63762673,1,0,1,0,0,1,1,1,1,1,0,1,1,0
64268680,1,0,1,0,0,1,1,1,1,1,0,1,1,0
64587782,1,0,1,0,1,0,1,1,0,1,1,1,1,0
64598980,1,0,1,0,1,0,1,1,0,1,1,1,1,0
65104672,1,0,1,0,1,0,1,1,0,1,1,1,1,0
65611065,1,0,1,0,1,0,1,1,0,1,1,1,1,0
66116688,1,0,1,0,1,0,1,1,0,1,1,1,1,0
66622906,1,0,1,0,1,0,1,1,0,1,1,1,1,0
67128664,1,0,1,0,1,0,1,1,0,1,1,1,1,0
67634669,1,0,1,0,1,0,1,1,0,1,1,1,1,0
68140708,1,0,1,0,1,0,1,1,0,1,1,1,1,0
68646682,1,0,1,0,1,0,1,1,0,1,1,1,1,0
69152679,1,0,1,0,1,0,1,1,0,1,1,1,1,0
69427776,0,0,1,0,1,0,1,1,0,1,1,1,1,0
69615706,0,0,1,0,1,0,1,1,0,1,1,1,1,0
70100685,0,0,1,0,1,0,1,1,0,1,1,1,1,0
