timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5000000,0.0,0.0,0.0,1
5097000,0.0,0.0,0.0,1
5917000,0.0,0.0,0.0,1
6929000,0.0,0.0,0.0,1
7937000,0.0,0.0,0.0,1
8949000,0.0,0.0,0.0,1
9969000,0.0,0.0,0.0,1
10985000,0.0,0.0,0.0,1
11997000,0.0,0.0,0.0,1
12905000,0.0,0.0,0.0,1
13928000,0.0,0.0,0.0,1
14933000,0.0,0.0,0.0,1
15945000,0.0,0.0,0.0,1
16957000,0.0,0.0,0.0,1
17973000,0.0,0.0,0.0,1
18989000,0.0,0.0,0.0,1
19594000,0.0,0.0,0.0,1
48222000,0.0,0.0,0.0,1
48313000,0.0,0.0,0.0,1
49125000,0.0,0.0,0.0,1
50133000,0.0,0.0,0.0,1
51153000,0.0,0.0,0.0,1
