timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
15605000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,2,0,0,0,0,1
16620000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
16773000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,2,0,0,0,0,1
16893000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,2,0,0,0,0,1
17434000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
17561000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
17625000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,2,0,0,0,0,1
18889000,-1.0,0.0,2.0,3.0,-0.06586165,-0.0059116543,666.0,183,2,0,0,0,0,1
24149000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,2,0,0,0,0,1
24469000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,2,0,0,0,0,1
44793000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,2,0,0,0,0,1
44957000,40.154029846191406,116.259521484375,0.0,0.0,0.0,0.0,49.913,21,2,0,0,0,0,1
44969000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,2,0,0,0,0,1
50321000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,2,0,0,0,0,1
