timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
11078000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
16633000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
44965000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
48265000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48313000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48364000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48409000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48461000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48521000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48573000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48624000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48674000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48721000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48777000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48825000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48873000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48925000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48981000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49021000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49072000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49125000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49181000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49221000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49277000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49325000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49385000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49421000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49472000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49525000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49533000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49589000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49633000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49689000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49741000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49785000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49840000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49889000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49937000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49989000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
50033000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
50089000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
50133000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
50184000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
