timestamp,main_state_changes,main_state
52000,0,0
556000,0,0
1056000,0,0
1516000,0,0
2024000,0,0
2524000,0,0
3032000,0,0
3536000,0,0
4044000,0,0
4268000,0,0
4772000,0,0
5280000,0,0
5792000,0,0
6296000,0,0
6804000,0,0
7309000,0,0
7820000,0,0
8328000,0,0
8829000,0,0
9340000,0,0
9844000,0,0
10352000,0,0
10860000,0,0
11028000,1,4
11536000,1,4
12040000,1,4
12540000,1,4
13040000,1,4
13540000,1,4
14048000,1,4
14556000,1,4
15068000,1,4
15576000,1,4
15600000,1,4
16100000,1,4
16220000,1,4
16552000,1,4
16696000,2,7
16820000,2,7
17320000,2,7
17372000,2,7
17400000,2,7
17472000,2,7
17976000,2,7
18484000,2,7
18532000,2,7
18556000,2,7
19056000,2,7
19560000,2,7
20060000,2,7
20564000,2,7
21072000,2,7
21572000,2,7
22076000,2,7
22580000,2,7
23080000,2,7
23588000,2,7
23728000,2,7
23740000,2,7
23812000,2,7
23848000,2,7
24356000,2,7
24864000,2,7
25372000,2,7
25872000,2,7
26372000,2,7
26880000,2,7
27384000,2,7
27884000,2,7
28388000,2,7
28888000,2,7
29400000,2,7
29908000,2,7
30412000,2,7
30916000,2,7
31424000,2,7
31932000,2,7
32436000,2,7
32944000,2,7
33444000,2,7
33948000,2,7
34448000,2,7
34956000,2,7
35464000,2,7
35968000,2,7
36476000,2,7
36980000,2,7
37484000,2,7
37993000,2,7
38500000,2,7
39005000,2,7
39508000,2,7
40012000,2,7
40520000,2,7
41020000,2,7
41528000,2,7
42032000,2,7
42532000,2,7
43032000,2,7
43540000,2,7
44044000,2,7
44164000,2,7
44532000,3,11
44584000,3,11
45084000,3,11
45584000,3,11
46092000,3,11
46600000,3,11
47100000,3,11
47600000,3,11
48104000,3,11
48604000,3,11
49111000,3,11
49600000,3,11
50108000,3,11
50241000,3,11
