timestamp,timestamp_sample,device_id,error_count,pressure,temperature
30314488,30314478,3997730,0,993.0,49.66
30334540,30334530,3997730,0,993.00995,49.66
31317396,31317384,3997730,0,993.13995,49.71
32320195,32320186,3997730,0,993.11,49.739998
33322793,33322782,3997730,0,993.08997,49.719997
34325622,34325602,3997730,0,993.05,49.69
35328369,35328357,3997730,0,993.11,49.6
36331053,36331044,3997730,0,992.92,49.37
37333761,37333751,3997730,0,992.94,49.2
38326404,38326395,3997730,0,992.85,49.05
39329067,39329057,3997730,0,992.83997,48.91
40331639,40331629,3997730,0,992.82,48.78
41334217,41334187,3997730,0,992.88,48.68
42326912,42326903,3997730,0,992.91,48.55
43329562,43329552,3997730,0,992.94995,48.399998
44332204,44332193,3997730,0,992.92,48.2
45334745,45334733,3997730,0,992.94995,48.01
46317313,46317301,3997730,0,992.85,47.86
47320049,47320039,3997730,0,992.94,47.78
48322698,48322689,3997730,0,993.07,47.7
49325474,49325465,3997730,0,993.07996,47.57
50327979,50327969,3997730,0,993.02997,47.48
51330716,51330704,3997730,0,993.05,47.399998
52333493,52333483,3997730,0,992.98,47.309998
