timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
37908149,37908137,0.35818142,0.00061970326,-0.26797858,5.307639,0.0015033367,4.7995114,0
37918514,37918498,0.35670593,0.0005672197,0.4663677,5.243611,0.0046087587,4.777727,0
38011623,38011610,0.3541272,0.0003142209,-0.2675431,4.8597136,0.001636569,4.5903254,0
38110862,38110847,0.3523635,0.00020677445,1.186255,4.568323,0.034226052,4.4005003,0
38211352,38211337,0.3531663,0.00015247094,-0.1497812,4.355851,0.0005722675,4.2119336,0
38313552,38313538,0.35295087,0.00011971802,0.02862525,4.143541,2.1972754e-05,4.0260067,0
38408200,38408187,0.35382292,9.7830096e-05,-1.5344404,3.9504416,0.066223465,3.868457,0
38505630,38505618,0.35230586,8.2286104e-05,-0.08065635,3.8284163,0.00018880586,3.7554083,0
38604726,38604713,0.35278973,7.058164e-05,-0.2200261,3.6735454,0.0014642678,3.6095808,0
38708480,38708466,0.35265735,6.1491315e-05,0.2080484,3.5086122,0.0013707267,3.4445908,0
38807451,38807438,0.35277525,5.415578e-05,-1.0011833,3.3433473,0.03331219,3.2956264,0
38909534,38909521,0.35227826,4.8179787e-05,0.32889053,3.2243896,0.0037274577,3.1678734,0
39008655,39008642,0.3523176,4.3205655e-05,0.17089447,3.08592,0.0010515474,3.0331285,0
39107759,39107743,0.35221162,3.897934e-05,0.91320926,2.951665,0.031392872,2.915887,0
39209851,39209835,0.3524003,3.538698e-05,0.107656874,2.8498847,0.00045187023,2.8046627,0
39309114,39309100,0.35207468,3.2387637e-05,-0.20355809,2.7196846,0.001692839,2.6813912,0
39403588,39403574,0.35208467,3.002494e-05,0.2753451,2.599968,0.0032399937,2.5725315,0
39510291,39510276,0.35218525,2.7769838e-05,1.5600452,2.4993732,0.1081934,2.4791036,0
39606314,39606299,0.3524144,2.5689867e-05,-1.5170623,2.5000663,0.10228521,2.4796753,0
39703920,39703904,0.3518329,2.3831375e-05,0.76330185,2.4582515,0.026334424,2.4344654,0
39802961,39802946,0.35159758,2.2163345e-05,0.8351387,2.3852582,0.03248922,2.362991,0
39905076,39905061,0.35155058,2.0641815e-05,-0.22944209,2.30583,0.0025367425,2.2827744,1
40008715,40008701,0.35133666,1.9240815e-05,-1.2416745,2.2260745,0.07695439,2.2074943,1
40100270,40100256,0.35100695,1.8109251e-05,0.5326244,2.1563122,0.014618001,2.1334584,1
40211444,40211428,0.35075977,1.6860931e-05,1.071274,2.067279,0.061682153,2.0494518,1
40307491,40307475,0.3508377,1.5935866e-05,-0.17657499,1.9874486,0.0017430907,1.9620943,1
40402245,40402233,0.3503178,1.4983858e-05,1.0819736,1.8897223,0.06883238,1.8773242,1
40508680,40508668,0.3500434,1.4116871e-05,0.9398064,1.837373,0.053411763,1.8194528,1
40607777,40607763,0.34986725,1.3328724e-05,1.303777,1.7971277,0.10509576,1.7850266,1
40702435,40702422,0.35025403,1.2610141e-05,-1.7556616,1.756143,0.19502005,1.7509454,1
40808983,40808971,0.35017017,1.1960434e-05,-1.1960082,1.735092,0.09160165,1.7247546,1
40909592,40909578,0.35032517,1.1298878e-05,-0.63374543,1.6660811,0.026784962,1.6538514,1
41002739,41002725,0.35012317,1.0794034e-05,1.1682774,1.6318084,0.09293521,1.6222237,1
41112325,41112312,0.35027254,1.0222317e-05,-0.55739546,1.592974,0.021670835,1.578618,1
41210020,41210008,0.35009062,9.73759e-06,0.15072313,1.5348424,0.0016445743,1.5226038,1
41309135,41309123,0.35005736,9.279485e-06,0.62883437,1.4805899,0.029675309,1.4682571,1
41402120,41402106,0.35030067,8.890407e-06,-0.5771274,1.4316375,0.02585043,1.4199067,1
41499694,41499681,0.35019672,8.478331e-06,-0.43042943,1.3743258,0.0149786165,1.3624754,1
41612428,41612416,0.3499517,8.050639e-06,0.91844,1.3122386,0.07142434,1.3042351,1
41705432,41705420,0.35019624,7.720072e-06,-0.16124627,1.2777721,0.002260911,1.2633386,1
