timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
433000,-50,32767,32767,-50,32767,32767
440000,-70,32767,32767,32767,32767,32767
444000,-40,32767,32767,32767,-40,32767
448000,-40,32767,32767,32767,32767,32767
456000,-80,32767,32767,32767,32767,32767
460000,-40,32767,32767,32767,32767,32767
464000,-40,32767,32767,32767,-40,32767
468000,-40,32767,32767,32767,32767,32767
473000,-50,32767,32767,32767,32767,32767
477000,-40,32767,32767,32767,32767,32767
484000,-70,32767,32767,0,0,32767
488000,-40,32767,32767,32767,32767,32767
492000,-40,32767,32767,32767,32767,32767
496000,-40,32767,32767,32767,32767,32767
500000,-40,32767,32767,32767,32767,32767
503000,-30,32767,32767,32767,32767,32767
508000,-50,32767,32767,32767,32767,32767
516000,-80,32767,32767,32767,-80,32767
524000,-80,32767,32767,32767,32767,32767
528000,-40,32767,32767,32767,32767,32767
536000,-80,32767,32767,0,-80,32767
540000,-40,32767,32767,32767,32767,32767
544000,-40,32767,32767,32767,32767,32767
548000,-40,32767,32767,32767,32767,32767
553000,-50,32767,32767,32767,-50,32767
560000,-70,32767,32767,32767,32767,32767
564000,-40,32767,32767,32767,32767,32767
568000,-40,32767,32767,32767,32767,32767
576000,-80,32767,32767,32767,-80,32767
580000,-40,32767,32767,32767,32767,32767
584000,-40,32767,32767,32767,32767,32767
588000,-40,32767,32767,0,0,32767
592000,-40,32767,32767,32767,32767,32767
596000,-40,32767,32767,32767,32767,32767
601000,-50,32767,32767,32767,32767,32767
608000,-70,32767,32767,32767,0,32767
612000,-40,32767,32767,32767,32767,32767
616000,-40,32767,32767,32767,32767,32767
620000,-40,32767,32767,32767,32767,32767
624000,-40,32767,32767,32767,32767,32767
628000,-40,32767,32767,32767,0,32767
632000,-40,32767,32767,32767,32767,32767
640000,-80,32767,32767,32767,32767,32767
648000,-80,32767,32767,-80,0,32767
656000,-80,32767,32767,32767,32767,32767
664000,-80,32767,32767,32767,32767,32767
668000,-40,32767,32767,32767,0,32767
676000,-80,32767,32767,32767,32767,32767
681000,-50,32767,32767,32767,32767,32767
684000,-30,32767,32767,32767,32767,32767
688000,-40,32767,32767,32767,0,32767
692000,-40,32767,32767,32767,32767,32767
696000,-40,32767,32767,-40,32767,32767
704000,-80,32767,32767,32767,32767,32767
708000,-40,32767,32767,32767,0,32767
712000,-40,32767,32767,32767,32767,32767
716000,-40,32767,32767,32767,32767,32767
720000,-40,32767,32767,32767,32767,32767
724000,-40,32767,32767,32767,32767,32767
732000,-80,32767,32767,32767,32767,32767
736000,-40,32767,32767,32767,-40,32767
740000,-40,32767,32767,32767,32767,32767
744000,-40,32767,32767,0,32767,32767
748000,-40,32767,32767,32767,32767,32767
756000,-80,32767,32767,32767,0,32767
760000,-40,32767,32767,32767,32767,32767
764000,-40,32767,32767,32767,32767,32767
768000,-40,32767,32767,32767,32767,32767
776000,-80,32767,32767,32767,32767,32767
780000,-40,32767,32767,32767,-40,32767
784000,-40,32767,32767,32767,32767,32767
788000,-40,32767,32767,32767,32767,32767
792000,-40,32767,32767,32767,32767,32767
796000,-40,32767,32767,32767,32767,32767
800000,-40,32767,32767,-40,-40,32767
808000,-80,32767,32767,32767,32767,32767
813000,-50,32767,32767,32767,32767,32767
820000,-70,32767,32767,32767,32767,32767
824000,-40,32767,32767,32767,-40,32767
828000,-40,32767,32767,32767,32767,32767
836000,-80,32767,32767,32767,32767,32767
844000,-80,32767,32767,32767,32767,32767
848000,-40,32767,32767,0,-40,32767
852000,-40,32767,32767,32767,32767,32767
855000,-30,32767,32767,32767,32767,32767
860000,-50,32767,32767,32767,32767,32767
865000,-50,32767,32767,32767,0,32767
868000,-30,32767,32767,32767,32767,32767
876000,-80,32767,32767,32767,32767,32767
880000,-40,32767,32767,32767,32767,32767
884000,-40,32767,32767,32767,32767,32767
