timestamp,rtl_time_s,rtl_limit_fraction
11048000,0.0,0.0
12048000,0.11161823,0.00012402025
13059000,0.14658271,0.00016286968
14071000,0.21986237,0.00024429153
15088000,0.0108300345,1.20333725e-05
16108000,0.08042539,8.936155e-05
17124000,0.2051085,0.00022789834
18176000,0.051280346,5.6978162e-05
19200000,0.48349872,0.0005372208
20208000,0.7168447,0.00079649413
21220000,0.84547967,0.00093942194
22256000,0.8417542,0.0009352825
23260000,0.80310845,0.00089234277
24276000,0.7777191,0.00086413237
25328000,0.78424317,0.0008713814
26336000,0.8308889,0.00092320994
27336000,0.8657692,0.0009619658
28356000,0.9237161,0.0010263514
29360000,1.0503086,0.0011670097
30384000,0.99262595,0.0011029177
31388000,0.96116936,0.001067966
32396000,1.0795983,0.0011995538
33408000,1.0060532,0.0011178369
34408000,1.0548221,0.0011720246
35408000,0.9808741,0.0010898602
36428000,0.92315406,0.0010257268
37468000,0.90615326,0.001006837
38476000,0.89368105,0.000992979
39480000,0.12864539,0.00014293933
