timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
18356000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,1,0,0,0,0,1
19311000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
19436000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
19588000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
20160000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
20480000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
20516000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,1,0,0,0,0,1
21659000,-1.0,0.0,2.0,3.0,-0.017099436,-0.013712288,666.0,183,1,0,0,0,0,1
26829000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,1,0,0,0,0,1
26919000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,1,0,0,0,0,1
47124000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,1,0,0,0,0,1
47244000,40.154029846191406,116.25948333740234,0.0,0.0,0.0,0.0,49.923,21,1,0,0,0,0,1
47244000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,1,0,0,0,0,1
52668000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,1,0,0,0,0,1
