timestamp,main_state_changes,main_state
60000,0,0
564000,0,0
1067000,0,0
1516000,0,0
2023000,0,0
2529000,0,0
3037000,0,0
3537000,0,0
4039000,0,0
4288000,0,0
4801000,0,0
5303000,0,0
5804000,0,0
6317000,0,0
6824000,0,0
7325000,0,0
7825000,0,0
8329000,0,0
8832000,0,0
9335000,0,0
9842000,0,0
10343000,0,0
10852000,0,0
11096000,1,4
11596000,1,4
12103000,1,4
12604000,1,4
13104000,1,4
13607000,1,4
14107000,1,4
14613000,1,4
15120000,1,4
15632000,1,4
16140000,1,4
16648000,1,4
17148000,1,4
17652000,1,4
18152000,1,4
18360000,1,4
18860000,1,4
19044000,1,4
19320000,1,4
19439000,2,7
19601000,2,7
20105000,2,7
20172000,2,7
20495000,2,7
20523000,2,7
21032000,2,7
21536000,2,7
21664000,2,7
22164000,2,7
22668000,2,7
23169000,2,7
23676000,2,7
24177000,2,7
24684000,2,7
25184000,2,7
25685000,2,7
26195000,2,7
26700000,2,7
26799000,2,7
26837000,2,7
26927000,2,7
27435000,2,7
27940000,2,7
28448000,2,7
28951000,2,7
29451000,2,7
29952000,2,7
30455000,2,7
30964000,2,7
31468000,2,7
31972000,2,7
32476000,2,7
32980000,2,7
33480000,2,7
33987000,2,7
34492000,2,7
35001000,2,7
35516000,2,7
36025000,2,7
36529000,2,7
37029000,2,7
37536000,2,7
38040000,2,7
38552000,2,7
39060000,2,7
39568000,2,7
40075000,2,7
40577000,2,7
41088000,2,7
41589000,2,7
42096000,2,7
42604000,2,7
43107000,2,7
43615000,2,7
44117000,2,7
44622000,2,7
45128000,2,7
45632000,2,7
46136000,2,7
46644000,2,7
47104000,2,7
47128000,2,7
47255000,3,11
47755000,3,11
48257000,3,11
48768000,3,11
49280000,3,11
49785000,3,11
50296000,3,11
50799000,3,11
51308000,3,11
51824000,3,11
52325000,3,11
52479000,3,11
52680000,3,11
53188000,3,11
