timestamp,mag_inconsistency_angle
521000,0.0
1004000,0.0
1501000,0.0
2005000,0.0
2501000,0.0
3000000,0.0
3501000,0.0
4001000,0.0
4497000,0.0
5001000,0.0
5500000,0.0
6005000,0.0
6500000,0.0
7005000,0.0
7501000,0.0
8000000,0.0
8496000,0.0
9000000,0.0
9500000,0.0
10000000,0.0
10505000,0.0
11000000,0.0
11500000,0.0
12001000,0.0
12500000,0.0
13000000,0.0
13500000,0.0
14001000,0.0
14501000,0.0
15000000,0.0
15501000,0.0
16000000,0.0
16500000,0.0
17004000,0.0
17501000,0.0
18001000,0.0
18377000,0.0
44837000,0.0
44841000,0.0
45337000,4.243274e-09
