timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
531000,523000,197644,0.277226,-0.033750117,0.47143212,0
988000,981250,197644,0.277226,-0.033750117,0.4714321,0
1498000,1488800,197644,0.277226,-0.033750117,0.47143212,0
1996000,1988000,197644,0.277226,-0.033750117,0.4714321,0
2486000,2475500,197644,0.277226,-0.033750117,0.4714321,0
3003000,2993400,197644,0.277226,-0.033750117,0.47143212,0
3500000,3495000,197644,0.27722603,-0.033750117,0.4714321,0
3988000,3980000,197644,0.277226,-0.033750117,0.4714321,0
4483000,4475666,197644,0.27722603,-0.033750117,0.4714321,0
4999000,4989166,197644,0.277226,-0.033750117,0.47143215,0
5498000,5488000,197644,0.277226,-0.033750117,0.4714321,0
5997000,5985400,197644,0.277226,-0.033750117,0.47143212,0
6496000,6487800,197644,0.277226,-0.033750117,0.47143212,0
7004000,6994000,197644,0.277226,-0.033750117,0.47143212,0
7488000,7476500,197644,0.277226,-0.033750117,0.4714321,0
7998000,7990750,197644,0.277226,-0.033750117,0.4714321,0
8504000,8494200,197644,0.277226,-0.033750117,0.47143212,0
8996000,8988000,197644,0.277226,-0.033750117,0.47143212,0
9488000,9478500,197644,0.277226,-0.033750117,0.4714321,0
10004000,9995500,197644,0.277226,-0.033750117,0.4714321,0
10500000,10491000,197644,0.277226,-0.033750117,0.47143212,0
10991000,10980600,197644,0.277226,-0.033750117,0.47143212,0
11496000,11487000,197644,0.277226,-0.033750117,0.4714321,0
11986000,11976750,197644,0.277226,-0.033750117,0.4714321,0
12496000,12486000,197644,0.277226,-0.033750117,0.4714321,0
12990000,12982500,197644,0.277226,-0.033750117,0.4714321,0
13492000,13483400,197644,0.277226,-0.033750117,0.47143212,0
13992000,13983600,197644,0.277226,-0.033750117,0.47143212,0
14484000,14475800,197644,0.277226,-0.033750117,0.47143212,0
14990000,14981000,197644,0.277226,-0.033750117,0.47143212,0
15504000,15495000,197644,0.277226,-0.033750117,0.4714321,0
15988000,15982000,197644,0.277226,-0.033750117,0.4714321,0
16484000,16473500,197644,0.277226,-0.033750117,0.4714321,0
17004000,16993750,197644,0.277226,-0.033750117,0.4714321,0
17504000,17492800,197644,0.27804467,-0.033592958,0.470961,0
17984000,17975800,197644,0.2808183,-0.034360033,0.46925688,0
18504000,18495000,197644,0.28739354,-0.03430961,0.4652626,0
18996000,18984200,197644,0.27503195,-0.037388694,0.4724414,0
19488000,19476400,197644,0.26907155,-0.034502327,0.47607931,0
19998000,19991000,197644,0.2726839,-0.032338448,0.47417203,0
20504000,20496750,197644,0.27919656,-0.03739377,0.46999183,0
20992000,20985000,197644,0.28275082,-0.04097589,0.46756205,0
21495000,21489250,197644,0.2782113,-0.034993086,0.47076032,0
21998000,21991750,197644,0.2745653,-0.030091817,0.47323322,0
22492000,22486666,197644,0.27744493,-0.031481758,0.47146004,0
22988000,22979000,197644,0.2783674,-0.034911353,0.47067413,0
23486000,23476800,197644,0.28040418,-0.03576907,0.46939898,0
23999000,23991400,197644,0.28042468,-0.036305886,0.46934548,0
24492000,24482000,197644,0.27616528,-0.03454365,0.4719966,0
24992000,24984500,197644,0.27125195,-0.037746273,0.4745934,0
25504000,25492800,197644,0.27289316,-0.038627625,0.47358057,0
25984000,25978000,197644,0.27533555,-0.033249,0.47257397,0
26496000,26485666,197644,0.2791377,-0.032847404,0.47036633,0
26984000,26976000,197644,0.28286228,-0.03163381,0.46821952,0
27498000,27488400,197644,0.2775296,-0.0321501,0.47136497,0
27988000,27979000,197644,0.290924,-0.032734513,0.46317703,0
28504000,28490166,197644,0.28358772,-0.034919646,0.4675467,0
28997000,28989000,197644,0.27920377,-0.035488084,0.47013518,0
29498000,29487200,197644,0.2772792,-0.03706281,0.47115165,0
29998000,29988200,197644,0.27608344,-0.036947038,0.4718624,0
30495000,30484800,197644,0.2782702,-0.034334082,0.470774,0
31004000,30992600,197644,0.2765021,-0.03597031,0.4716927,0
31496000,31487200,197644,0.27811316,-0.03693516,0.4706699,0
31984000,31975800,197644,0.2788121,-0.03792819,0.47017717,0
32504000,32496500,197644,0.27663004,-0.0366438,0.4715659,0
32983000,32974250,197644,0.2755875,-0.036116168,0.47221655,0
33487000,33477750,197644,0.27718833,-0.035575893,0.47131974,0
33999000,33992000,197644,0.27639857,-0.035968505,0.47175354,0
34504000,34494750,197644,0.27630663,-0.03520365,0.47186512,0
34996000,34984800,197644,0.27723548,-0.036642436,0.4712103,0
35492000,35483500,197644,0.27633128,-0.036524855,0.47175023,0
35986000,35978500,197644,0.2765309,-0.035704967,0.47169608,0
36483000,36474250,197644,0.27716765,-0.03461644,0.47140336,0
36996000,36988000,197644,0.27698258,-0.033348527,0.47160354,0
37504000,37494000,197644,0.2762191,-0.033518024,0.47203913,0
38004000,37992400,197644,0.27747396,-0.034325246,0.47124448,0
38487000,38479666,197644,0.2787196,-0.035673216,0.47040856,0
38992000,38982400,197644,0.27699038,-0.03490452,0.4714864,0
39506000,39495600,197644,0.276332,-0.03378982,0.47195372,0
39988000,39982000,197644,0.27690268,-0.03428381,0.47158343,0
40503000,40492750,197644,0.2769992,-0.03524053,0.4714562,0
40986000,40977000,197644,0.27743122,-0.035271905,0.4711998,0
41504000,41493000,197644,0.27683902,-0.035247527,0.47154975,0
42004000,41994750,197644,0.27589506,-0.036772873,0.47198632,0
42504000,42493000,197644,0.2770145,-0.03534441,0.47143948,0
42992000,42983250,197644,0.27826113,-0.035569742,0.47068775,0
43500000,43492000,197644,0.2660799,-0.060901057,0.47511435,0
43996000,43989750,197644,0.27355686,-0.04116287,0.47298354,0
44484000,44475600,197644,0.28082117,-0.029113231,0.46960998,0
44992000,44981600,197644,0.2781979,-0.03305952,0.4709083,0
45504000,45493600,197644,0.2780415,-0.03414251,0.47092348,0
45984000,45974250,197644,0.27772528,-0.033367135,0.4711656,0
46484000,46478333,197644,0.27749836,-0.033061743,0.4713208,0
46996000,46988250,197644,0.2773914,-0.0329311,0.47139287,0
47500000,47489800,197644,0.2773539,-0.03288525,0.47141814,0
48004000,47990000,197644,0.2773404,-0.032868754,0.47142726,0
48492000,48483000,197644,0.27733555,-0.032862842,0.4714305,0
49005000,48998666,197644,0.27733377,-0.03286062,0.47143173,0
