timestamp,speed_xy,speed_up,speed_down,want_takeoff
11220000,5.0,3.0,1.0,0
11244000,5.0,3.0,1.0,0
12224000,5.0,3.0,1.0,0
13224000,5.0,3.0,1.0,0
14228000,5.0,3.0,1.0,0
15244000,5.0,3.0,1.0,0
16220000,5.0,3.0,1.0,0
17220000,5.0,3.0,1.0,0
18224000,5.0,3.0,1.0,0
19228000,5.0,3.0,1.0,0
20244000,5.0,3.0,1.0,0
21224000,5.0,3.0,1.0,0
22220000,5.0,3.0,1.0,0
22840000,5.0,3.0,1.0,0
49520000,5.0,3.0,1.0,0
49540000,5.0,3.0,1.0,0
50505000,5.0,3.0,1.0,0
51524000,5.0,3.0,1.0,0
52520000,5.0,3.0,1.0,0
53504000,5.0,3.0,1.0,0
