timestamp,accel_device_id,gyro_device_id
36000,1310988,1310988
577000,1310988,1310988
5268000,1311004,1311004
5545000,1310996,1310996
5564000,1310988,1310988
5601000,1310996,1310996
5660000,1310988,1310988
5704000,1310996,1310996
6744000,1310988,1310988
7048000,1310996,1310996
7424000,1310988,1310988
15788000,1311004,1311004
15824000,1310988,1310988
16104000,1311004,1311004
17708000,1310996,1310996
20916000,1311004,1311004
22632000,1310988,1310988
30970000,1310988,1310988
31054000,1311004,1311004
38077000,1310996,1310996
43087000,1310988,1310988
43087000,1310996,1310996
43373000,1311004,1311004
44588000,1310988,1310988
46597000,1311004,1311004
