timestamp,speed_xy,speed_up,speed_down,want_takeoff
11960000,5.0,3.0,1.0,0
11977000,5.0,3.0,1.0,0
12961000,5.0,3.0,1.0,0
13956000,5.0,3.0,1.0,0
14961000,5.0,3.0,1.0,0
15976000,5.0,3.0,1.0,0
16961000,5.0,3.0,1.0,0
17969000,5.0,3.0,1.0,0
18976000,5.0,3.0,1.0,0
19216000,5.0,3.0,1.0,0
40576000,5.0,3.0,1.0,0
40597000,5.0,3.0,1.0,0
41558000,5.0,3.0,1.0,0
42577000,5.0,3.0,1.0,0
43577000,5.0,3.0,1.0,0
44577000,5.0,3.0,1.0,0
45557000,5.0,3.0,1.0,0
46577000,5.0,3.0,1.0,0
47561000,5.0,3.0,1.0,0
48577000,5.0,3.0,1.0,0
