timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
1000000,0,0.5770429,0.5770429,24.675455,0
2002000,0,0.29750463,0.29750463,24.675455,0
3004000,0,-0.15464266,-0.15464266,24.675455,0
4000000,0,0.0909139,0.0909139,24.675455,0
5000000,0,-0.32157055,-0.32157055,24.675455,0
6000000,0,-0.12656376,-0.12656376,24.675455,0
7004000,0,0.07216837,0.07216837,24.675455,0
8004000,0,-0.42641827,-0.42641827,24.675455,0
9000000,0,0.5224028,0.5224028,24.675455,0
10001000,0,-0.1308995,-0.1308995,24.675455,0
11001000,0,-0.11907892,-0.11907892,24.675455,0
12001000,0,-0.2689562,-0.2689562,24.675455,0
13004000,0,-0.2607465,-0.2607465,24.675455,0
14000000,0,0.30444387,0.30444387,24.675455,0
15001000,0,0.6069532,0.6069532,24.675455,0
16000000,0,-0.58990055,-0.58990055,24.675455,0
17000000,0,0.020165768,0.020165768,24.675455,0
18001000,0,0.004827089,0.004827089,24.675455,0
19000000,0,-0.35647562,-0.35647562,24.675455,0
20000000,0,0.099563956,0.099563956,24.675447,0
21001000,0,0.055662286,0.055662286,24.673077,0
22000000,0,-0.25523153,-0.25523153,24.671648,0
23002000,0,-0.4436948,-0.4436948,24.671122,0
24002000,0,0.6357183,0.6357183,24.67117,0
25000000,0,0.60006607,0.60006607,24.671158,0
26001000,0,-0.40485495,-0.40485495,24.670778,0
27000000,0,-0.089297004,-0.089297004,24.670584,0
28001000,0,-0.008748908,-0.008748908,24.670591,0
29000000,0,-0.22084713,-0.22084713,24.670626,0
30000000,0,0.4168009,0.4168009,24.670752,0
31001000,0,-0.13107945,-0.13107945,24.670813,0
32000000,0,-0.39432645,-0.39432645,24.670755,0
33000000,0,-0.45308578,-0.45308578,24.670704,0
34001000,0,0.33553404,0.33553404,24.670563,0
35001000,0,0.30395442,0.30395442,24.67057,0
36000000,0,-0.42503268,-0.42503268,24.670662,0
37000000,0,-0.40081277,-0.40081277,24.67073,0
38000000,0,0.52914715,0.52914715,24.67212,0
39000000,0,0.4619484,0.4619484,24.675411,0
40001000,0,0.5123921,0.5123921,24.675467,0
41001000,0,-0.4130106,-0.4130106,24.675484,0
42000000,0,-0.12696032,-0.12696032,24.675486,0
43000000,0,0.25583592,0.25583592,24.675486,0
