timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
448000,1310988,1310988,1310996,1311004,0,0.0030353658,0.0015177078,0.0015176778,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
452000,1310988,1310988,1310996,1311004,0,0.003037139,0.0015185932,0.0015185646,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
645000,1310988,1310988,1310996,1311004,0,0.0030667502,0.0015334643,0.0015334609,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
844000,1310988,1310988,1310996,1311004,0,0.0023403857,0.0011702523,0.0011702523,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1051000,1310988,1310988,1310996,1311004,0,0.0030083265,0.0015042825,0.0015041534,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1249000,1310988,1310988,1310996,1311004,0,0.003064126,0.0015321085,0.001532104,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1448000,1310988,1310988,1310996,1311004,0,0.0030701067,0.0015350359,0.001534938,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1648000,1310988,1310988,1310996,1311004,0,0.0030707293,0.0015353481,0.0015353297,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1845000,1310988,1310988,1310996,1311004,0,0.0030707493,0.0015353289,0.0015353822,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2049000,1310988,1310988,1310996,1311004,0,0.0030707866,0.0015353266,0.0015354406,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
