timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
4996000,1726389839980000,11468804,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.04,-0.01,0.04,0.089999996,0.0,0,nan,nan,0,3,0,1,10
5096000,1726389840080000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,0.02,0.06,0.07,0.0,0,nan,nan,0,3,0,1,10
5900000,1726389840885000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.08,0.06,0.049999997,0.01,0.0,0,nan,nan,0,3,0,1,10
6908000,1726389841892000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,0.06,-0.02,-0.13,0.0,0,nan,nan,0,3,0,1,10
7913000,1726389842896000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,-0.049999997,0.04,-0.08,0.0,0,nan,nan,0,3,0,1,10
8920000,1726389843904000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,0.02,-0.049999997,0.0,0.0,0,nan,nan,0,3,0,1,10
9929000,1726389844913000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.049999997,0.04,-0.03,-0.19,0.0,0,nan,nan,0,3,0,1,10
10937000,1726389845920000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.02,0.02,-0.01,-0.07,0.0,0,nan,nan,0,3,0,1,10
11952000,1726389846937000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.02,0.01,-0.01,0.14999999,0.0,0,nan,nan,0,3,0,1,10
12960000,1726389847944000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.02,-0.02,0.0,0.03,0.0,0,nan,nan,0,3,0,1,10
13964000,1726389848948000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.03,0.02,-0.02,0.089999996,0.0,0,nan,nan,0,3,0,1,10
14976000,1726389849960000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.08,0.08,-0.01,-0.089999996,0.0,0,nan,nan,0,3,0,1,10
15985000,1726389850972000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.12,0.07,-0.089999996,0.02,0.0,0,nan,nan,0,3,0,1,10
16992000,1726389851976000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,-0.02,-0.049999997,0.12,0.0,0,nan,nan,0,3,0,1,10
17997000,1726389852984000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.02,-0.02,0.0,0.14,0.0,0,nan,nan,0,3,0,1,10
18908000,1726389853892000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,-0.049999997,-0.07,0.08,0.0,0,nan,nan,0,3,0,1,10
19920000,1726389854904000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,-0.06,-0.049999997,-0.14,0.0,0,nan,nan,0,3,0,1,10
20888000,1726389855954000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.02,0.01,-0.02,-0.07,0.0,0,nan,nan,0,3,0,1,10
21976000,1726389856960000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,-0.01,0.06,0.06,0.0,0,nan,nan,0,3,0,1,10
22988000,1726389857972000,0,401540302,1162594857,49934,49934,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,0.03,-0.06,0.02,0.0,0,nan,nan,0,3,0,1,10
23900000,1726389858884000,0,401540300,1162594850,50255,50255,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.17999999,-0.13,-0.11,-0.5,0.0,0,nan,nan,0,3,0,1,10
24912000,1726389859897000,0,401540294,1162594854,50449,50449,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.08,-0.08,0.03,-0.26,0.0,0,nan,nan,0,3,0,1,10
25929000,1726389860916000,0,401540294,1162594860,50581,50581,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.04,0.03,-0.04,-0.06,0.0,0,nan,nan,0,3,0,1,10
26936000,1726389861920000,0,401540299,1162594860,50630,50630,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.11,0.06,0.089999996,0.14999999,0.0,0,nan,nan,0,3,0,1,10
27948000,1726389862934000,0,401540297,1162594856,50651,50651,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.04,-0.04,0.0,-0.16,0.0,0,nan,nan,0,3,0,1,10
28961000,1726389863945000,0,401540294,1162594853,50672,50672,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.08,0.04,-0.07,-0.08,0.0,0,nan,nan,0,3,0,1,10
29973000,1726389864956000,0,401540296,1162594855,50705,50705,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,0.0,0.089999996,-0.13,0.0,0,nan,nan,0,3,0,1,10
30977000,1726389865964000,0,401540299,1162594864,50689,50689,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.12,0.02,0.12,0.13,0.0,0,nan,nan,0,3,0,1,10
31989000,1726389866972000,0,401540300,1162594866,50669,50669,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.14999999,-0.089999996,-0.12,0.099999994,0.0,0,nan,nan,0,3,0,1,10
32900000,1726389867884000,0,401540305,1162594865,50658,50658,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,0.07,-0.01,0.17999999,0.0,0,nan,nan,0,3,0,1,10
33909000,1726389868893000,0,401540322,1162594865,50664,50664,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.22999999,0.22999999,0.02,-0.19,0.0,0,nan,nan,0,3,0,1,10
34916000,1726389869900000,0,401540342,1162594861,50669,50669,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.19,0.19,0.0,-0.06,0.0,0,nan,nan,0,3,0,1,10
35928000,1726389870912000,0,401540360,1162594857,50689,50689,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.29999998,0.28,-0.08,-0.07,0.0,0,nan,nan,0,3,0,1,10
36936000,1726389871921000,0,401540378,1162594854,50681,50681,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.17,0.17,-0.02,-0.02,0.0,0,nan,nan,0,3,0,1,10
37941000,1726389872928000,0,401540396,1162594851,50665,50665,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.14,0.13,-0.049999997,0.01,0.0,0,nan,nan,0,3,0,1,10
38944000,1726389873929000,0,401540414,1162594849,50653,50653,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.22999999,0.22999999,-0.03,-0.13,0.0,0,nan,nan,0,3,0,1,10
39949000,1726389874937000,0,401540432,1162594851,50633,50633,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.14999999,0.12,0.089999996,0.04,0.0,0,nan,nan,0,3,0,1,10
40972000,1726389875956000,0,401540452,1162594856,50604,50604,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.26,0.25,-0.049999997,0.08,0.0,0,nan,nan,0,3,0,1,10
41980000,1726389876965000,0,401540471,1162594861,50583,50583,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.26,0.25,0.04,0.13,0.0,0,nan,nan,0,3,0,1,10
42988000,1726389877972000,0,401540490,1162594866,50598,50598,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.22999999,0.22999999,-0.02,0.13,0.0,0,nan,nan,0,3,0,1,10
43896000,1726389878881000,0,401540507,1162594869,50615,50615,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.22,0.22,-0.03,0.02,0.0,0,nan,nan,0,3,0,1,10
44904000,1726389879888000,0,401540525,1162594870,50628,50628,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.12,0.11,0.06,-0.19999999,0.0,0,nan,nan,0,3,0,1,10
45905000,1726389880889000,0,401540544,1162594869,50640,50640,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.14,0.14,0.02,0.07,0.0,0,nan,nan,0,3,0,1,10
46917000,1726389881901000,0,401540565,1162594866,50653,50653,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.17,0.17,-0.01,0.03,0.0,0,nan,nan,0,3,0,1,10
47932000,1726389882917000,0,401540584,1162594863,50668,50668,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,0.07,-0.01,0.14,0.0,0,nan,nan,0,3,0,1,10
48941000,1726389883928000,0,401540587,1162594860,50075,50075,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,0.049999997,-0.07,0.68,0.0,0,nan,nan,0,3,0,1,10
49945000,1726389884932000,0,401540587,1162594860,49931,49931,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.08,-0.08,0.0,0.13,0.0,0,nan,nan,0,3,0,1,10
50956000,1726389885940000,0,401540587,1162594860,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.03,0.0,0.03,0.03,0.0,0,nan,nan,0,3,0,1,10
51964000,1726389886949000,0,401540587,1162594860,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.04,0.01,-0.03,0.01,0.0,0,nan,nan,0,3,0,1,10
52984000,1726389887968000,0,401540587,1162594860,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,-0.06,0.02,0.06,0.0,0,nan,nan,0,3,0,1,10
