timestamp,main_state_changes,main_state
53000,0,0
556000,0,0
1057000,0,0
1517000,0,0
2020000,0,0
2520000,0,0
3021000,0,0
3524000,0,0
4037000,0,0
4277000,0,0
4777000,0,0
5284000,0,0
5789000,0,0
6289000,0,0
6797000,0,0
7305000,0,0
7805000,0,0
8309000,0,0
8809000,0,0
9309000,0,0
9812000,0,0
10316000,0,0
10820000,0,0
11073000,1,4
11585000,1,4
12089000,1,4
12597000,1,4
13097000,1,4
13612000,1,4
14113000,1,4
14613000,1,4
15117000,1,4
15633000,1,4
16140000,1,4
16644000,1,4
16925000,1,4
17432000,1,4
17584000,1,4
17869000,1,4
17997000,2,7
18113000,2,7
18613000,2,7
18629000,2,7
18976000,2,7
19017000,2,7
19529000,2,7
20038000,2,7
20117000,2,7
20625000,2,7
21129000,2,7
21636000,2,7
22140000,2,7
22649000,2,7
23157000,2,7
23661000,2,7
24169000,2,7
24669000,2,7
25173000,2,7
25264000,2,7
25301000,2,7
25484000,2,7
25569000,2,7
26073000,2,7
26577000,2,7
27080000,2,7
27581000,2,7
28085000,2,7
28597000,2,7
29100000,2,7
29601000,2,7
30104000,2,7
30609000,2,7
30736000,2,7
30784000,2,7
30993000,2,7
31500000,2,7
32000000,2,7
32500000,2,7
33009000,2,7
33520000,2,7
34025000,2,7
34533000,2,7
35041000,2,7
35552000,2,7
36061000,2,7
36573000,2,7
37080000,2,7
37585000,2,7
38097000,2,7
38608000,2,7
39120000,2,7
39621000,2,7
40129000,2,7
40637000,2,7
41145000,2,7
41645000,2,7
42148000,2,7
42652000,2,7
43152000,2,7
43657000,2,7
44165000,2,7
44669000,2,7
45176000,2,7
45685000,2,7
46185000,2,7
46236000,2,7
46346000,3,11
46369000,3,11
46877000,3,11
47384000,3,11
47885000,3,11
48385000,3,11
48889000,3,11
49389000,3,11
49889000,3,11
50400000,3,11
50901000,3,11
51401000,3,11
51465000,3,11
51736000,3,11
52249000,3,11
